Time,Val-,Sig
          56275500, -0.00999999977648,  0.00999999977648
          56275600,                -0,                 0
          56275700,                -0,                 0
          56275800,                -0,                 0
          56275900, -0.00999999977648,  0.00999999977648
          56276000,                -0,                 0
          56276100,  -0.0141421342269,   0.0141421342269
          56276200, -0.00999999977648,  0.00999999977648
          56276300,                -0,                 0
          56276400,                -0,                 0
          56276500,  -0.0141421342269,   0.0141421342269
          56276600, -0.00999999977648,  0.00999999977648
          56276700,                -0,                 0
          56276800, -0.00999999977648,  0.00999999977648
          56276900,                -0,                 0
          56277000,  -0.0173205081373,   0.0173205081373
          56277100,                -0,                 0
          56277200,  -0.0141421342269,   0.0141421342269
          56277300,  -0.0173205081373,   0.0173205081373
          56277400, -0.00999999977648,  0.00999999977648
          56277500,  -0.0141421342269,   0.0141421342269
          56277600,  -0.0141421342269,   0.0141421342269
          56277700, -0.00999999977648,  0.00999999977648
          56277800, -0.00999999977648,  0.00999999977648
          56277900,                -0,                 0
          56278000,  -0.0173205081373,   0.0173205081373
          56278100,                -0,                 0
          56278200,  -0.0141421342269,   0.0141421342269
          56278300, -0.00999999977648,  0.00999999977648
          56278400, -0.00999999977648,  0.00999999977648
          56278500,                -0,                 0
          56278600,                -0,                 0
          56278700,  -0.0173205081373,   0.0173205081373
          56278800,  -0.0173205081373,   0.0173205081373
          56278900,  -0.0141421342269,   0.0141421342269
          56279000,                -0,                 0
          56279100,                -0,                 0
          56279200, -0.00999999977648,  0.00999999977648
          56279300,  -0.0223606806248,   0.0223606806248
          56279400, -0.00999999977648,  0.00999999977648
          56279500, -0.00999999977648,  0.00999999977648
          56279600,                -0,                 0
          56279700,                -0,                 0
          56279800, -0.00999999977648,  0.00999999977648
          56279900, -0.00999999977648,  0.00999999977648
          56280000,                -0,                 0
          56280100,  -0.0141421342269,   0.0141421342269
          56280200,  -0.0173205081373,   0.0173205081373
          56280300, -0.00999999977648,  0.00999999977648
          56280400, -0.00999999977648,  0.00999999977648
          56280500,  -0.0141421342269,   0.0141421342269
          56280600,                -0,                 0
          56280700, -0.00999999977648,  0.00999999977648
          56280800, -0.00999999977648,  0.00999999977648
          56280900, -0.00999999977648,  0.00999999977648
          56281000,  -0.0141421342269,   0.0141421342269
          56281100,  -0.0173205081373,   0.0173205081373
          56281200, -0.00999999977648,  0.00999999977648
          56281300,  -0.0141421342269,   0.0141421342269
          56281400,  -0.0141421342269,   0.0141421342269
          56281500,                -0,                 0
          56281600,   -0.019999999553,    0.019999999553
          56281700, -0.00999999977648,  0.00999999977648
          56281800, -0.00999999977648,  0.00999999977648
          56281900,  -0.0141421342269,   0.0141421342269
          56282000,  -0.0173205081373,   0.0173205081373
          56282100, -0.00999999977648,  0.00999999977648
          56282200,  -0.0141421342269,   0.0141421342269
          56282300,   -0.019999999553,    0.019999999553
          56282400,                -0,                 0
          56282500,  -0.0173205081373,   0.0173205081373
          56282600, -0.00999999977648,  0.00999999977648
          56282700, -0.00999999977648,  0.00999999977648
          56282800,  -0.0141421342269,   0.0141421342269
          56282900, -0.00999999977648,  0.00999999977648
          56283000,   -0.019999999553,    0.019999999553
          56283100,  -0.0141421342269,   0.0141421342269
          56283200,  -0.0141421342269,   0.0141421342269
          56283300, -0.00999999977648,  0.00999999977648
          56283400, -0.00999999977648,  0.00999999977648
          56283500,                -0,                 0
          56283600,                -0,                 0
          56283700,  -0.0173205081373,   0.0173205081373
          56283800,                -0,                 0
          56283900,  -0.0141421342269,   0.0141421342269
          56284000,  -0.0173205081373,   0.0173205081373
          56284100,                -0,                 0
          56284200, -0.00999999977648,  0.00999999977648
          56284300, -0.00999999977648,  0.00999999977648
          56284400, -0.00999999977648,  0.00999999977648
          56284500, -0.00999999977648,  0.00999999977648
          56284600,  -0.0173205081373,   0.0173205081373
          56284700, -0.00999999977648,  0.00999999977648
          56284800,  -0.0173205081373,   0.0173205081373
          56284900,  -0.0173205081373,   0.0173205081373
          56285000, -0.00999999977648,  0.00999999977648
          56285100,                -0,                 0
          56285200, -0.00999999977648,  0.00999999977648
          56285300,  -0.0141421342269,   0.0141421342269
          56285400, -0.00999999977648,  0.00999999977648
          56285500, -0.00999999977648,  0.00999999977648
          56285600,                -0,                 0
          56285700,  -0.0173205081373,   0.0173205081373
          56285800,                -0,                 0
          56285900,  -0.0141421342269,   0.0141421342269
          56286000, -0.00999999977648,  0.00999999977648
          56286100, -0.00999999977648,  0.00999999977648
          56286200, -0.00999999977648,  0.00999999977648
          56286300,  -0.0141421342269,   0.0141421342269
          56286400,   -0.019999999553,    0.019999999553
          56286500,                -0,                 0
          56286600, -0.00999999977648,  0.00999999977648
          56286700, -0.00999999977648,  0.00999999977648
          56286800,  -0.0141421342269,   0.0141421342269
          56286900, -0.00999999977648,  0.00999999977648
          56287000,  -0.0141421342269,   0.0141421342269
          56287100,   -0.019999999553,    0.019999999553
          56287200,   -0.019999999553,    0.019999999553
          56287300,                -0,                 0
          56287400, -0.00999999977648,  0.00999999977648
          56287500, -0.00999999977648,  0.00999999977648
          56287600, -0.00999999977648,  0.00999999977648
          56287700,  -0.0141421342269,   0.0141421342269
          56287800,   -0.019999999553,    0.019999999553
          56287900,  -0.0141421342269,   0.0141421342269
          56288000,  -0.0141421342269,   0.0141421342269
          56288100,                -0,                 0
          56288200,                -0,                 0
