Phase(F=0.0000)(P=51715.538245)),Val-,Mean-,Sigma,Num
0.460094, -0.00999999977648,-0.0054482,0.01,2204
0.462028, -0.00999999977648,-0.00546151,0.01,2205
0.463961,                -0,-0.00547499,0,2206
0.465895,                -0,-0.00548862,0,2207
0.467829, -0.00999999977648,-0.00550236,0.01,2208
0.469762, -0.00999999977648,-0.00551619,0.01,2209
0.471696, -0.00999999977648,-0.00553008,0.01,2210
0.47363,  -0.0141421342269,-0.005544,0.0141421,2211
0.475563,                -0,-0.00555792,0,2212
0.477497,                -0,-0.00557181,0,2213
0.479431,  -0.0173205081373,-0.00558565,0.0173205,2214
0.481364,  -0.0173205081373,-0.00559939,0.0173205,2215
0.483298, -0.00999999977648,-0.00561303,0.01,2216
0.485232,                -0,-0.00562651,0,2217
0.487165, -0.00999999977648,-0.00563983,0.01,2218
0.489099,                -0,-0.00565294,0,2219
0.491032, -0.00999999977648,-0.00566582,0.01,2220
0.492966,                -0,-0.00567844,0,2221
0.4949,                -0,-0.00569078,0,2222
0.496833, -0.00999999977648,-0.00570279,0.01,2223
0.498767, -0.00999999977648,-0.00571446,0.01,2224
0.500701,                -0,-0.00572575,0,2225
0.502634,  -0.0141421342269,-0.00573666,0.0141421,2226
0.504568,                -0,-0.00574718,0,2227
0.506502,                -0,-0.00575732,0,2228
0.508435,                -0,-0.00576711,0,2229
0.510369,                -0,-0.00577654,0,2230
0.512303,                -0,-0.00578562,0,2231
0.514236,                -0,-0.00579436,0,2232
0.51617,                -0,-0.00580278,0,2233
0.518104, -0.00999999977648,-0.00581088,0.01,2234
0.520037, -0.00999999977648,-0.00581867,0.01,2235
0.521971,                -0,-0.00582615,0,2236
0.523905,                -0,-0.00583335,0,2237
0.525838, -0.00999999977648,-0.00584026,0.01,2238
0.527772,                -0,-0.00584689,0,2239
0.529706,  -0.0173205081373,-0.00585327,0.0173205,2240
0.531639,                -0,-0.00585938,0,2241
0.533573,  -0.0173205081373,-0.00586525,0.0173205,2242
0.535507,                -0,-0.00587088,0,2243
0.53744,                -0,-0.00587628,0,2244
0.539374, -0.00999999977648,-0.00588146,0.01,2245
0.541307, -0.00999999977648,-0.00588642,0.01,2246
0.543241,  -0.0141421342269,-0.00589119,0.0141421,2247
0.545175,                -0,-0.00589576,0,2248
0.547108, -0.00999999977648,-0.00590015,0.01,2249
0.549042,                -0,-0.00590436,0,2250
0.550976,                -0,-0.0059084,0,2251
0.552909,                -0,-0.00591229,0,2252
0.554843,                -0,-0.00591603,0,2253
0.556777, -0.00999999977648,-0.00591963,0.01,2254
0.55871,                -0,-0.0059231,0,2255
0.560644, -0.00999999977648,-0.00592644,0.01,2256
0.562578,                -0,-0.00592968,0,2257
0.564511,  -0.0141421342269,-0.00593281,0.0141421,2258
0.566445, -0.00999999977648,-0.00593584,0.01,2259
0.568379,                -0,-0.00593879,0,2260
0.570312,                -0,-0.00594166,0,2261
0.572246,                -0,-0.00594447,0,2262
0.57418,                -0,-0.00594721,0,2263
0.576113,  -0.0141421342269,-0.00594991,0.0141421,2264
0.578047, -0.00999999977648,-0.00595256,0.01,2265
0.579981,  -0.0141421342269,-0.00595519,0.0141421,2266
0.581914,  -0.0141421342269,-0.00595779,0.0141421,2267
0.583848, -0.00999999977648,-0.00596037,0.01,2268
0.585782,  -0.0141421342269,-0.00596296,0.0141421,2269
0.587715,  -0.0141421342269,-0.00596554,0.0141421,2270
0.589649,                -0,-0.00596814,0,2271
0.591583,                -0,-0.00597076,0,2272
0.593516,                -0,-0.00597341,0,2273
0.59545,                -0,-0.0059761,0,2274
0.597383,                -0,-0.00597884,0,2275
0.599317, -0.00999999977648,-0.00598164,0.01,2276
0.601251,                -0,-0.0059845,0,2277
0.603184,                -0,-0.00598743,0,2278
0.605118,                -0,-0.0059904,0,2279
0.607052,                -0,-0.0059934,0,2280
0.608985, -0.00999999977648,-0.00599643,0.01,2281
0.610919,                -0,-0.00599946,0,2282
0.612853, -0.00999999977648,-0.00600249,0.01,2283
0.614786, -0.00999999977648,-0.00600549,0.01,2284
0.61672,                -0,-0.00600845,0,2285
0.618654,                -0,-0.00601137,0,2286
0.620587,                -0,-0.00601423,0,2287
0.622521,                -0,-0.00601701,0,2288
0.624455,                -0,-0.00601969,0,2289
0.626388, -0.00999999977648,-0.00602228,0.01,2290
0.628322,  -0.0141421342269,-0.00602475,0.0141421,2291
0.630256, -0.00999999977648,-0.00602708,0.01,2292
0.632189, -0.00999999977648,-0.00602927,0.01,2293
0.634123,                -0,-0.0060313,0,2294
0.636057,  -0.0141421342269,-0.00603316,0.0141421,2295
0.63799, -0.00999999977648,-0.00603483,0.01,2296
0.639924, -0.00999999977648,-0.0060363,0.01,2297
0.641858,  -0.0141421342269,-0.00603756,0.0141421,2298
0.643791,                -0,-0.00603859,0,2299
0.645725,                -0,-0.00603938,0,2300
0.647659,                -0,-0.00603991,0,2301
0.649592,                -0,-0.00604017,0,2302
0.651526,                -0,-0.00604015,0,2303
0.653459,                -0,-0.00603984,0,2304
0.655393, -0.00999999977648,-0.00603921,0.01,2305
0.657327, -0.00999999977648,-0.00603826,0.01,2306
0.65926, -0.00999999977648,-0.00603697,0.01,2307
0.661194,                -0,-0.00603533,0,2308
0.663128,                -0,-0.00603332,0,2309
0.665061,                -0,-0.00603094,0,2310
0.666995,                -0,-0.00602816,0,2311
0.668929, -0.00999999977648,-0.00602497,0.01,2312
0.670862,                -0,-0.00602137,0,2313
0.672796,                -0,-0.00601733,0,2314
0.67473,                -0,-0.00601284,0,2315
0.676663,                -0,-0.00600789,0,2316
0.678597,                -0,-0.00600247,0,2317
0.680531,                -0,-0.00599655,0,2318
0.682464, -0.00999999977648,-0.00599014,0.01,2319
0.684398,                -0,-0.0059832,0,2320
0.686332,                -0,-0.00597574,0,2321
0.688265,                -0,-0.00596773,0,2322
0.690199,                -0,-0.00595916,0,2323
0.692133, -0.00999999977648,-0.00595003,0.01,2324
0.694066, -0.00999999977648,-0.0059403,0.01,2325
0.696, -0.00999999977648,-0.00592998,0.01,2326
0.697934,                -0,-0.00591904,0,2327
0.699867,  -0.0141421342269,-0.00590748,0.0141421,2328
0.701801,                -0,-0.00589528,0,2329
0.703735,                -0,-0.00588247,0,2330
0.705668,                -0,-0.00586907,0,2331
0.707602,                -0,-0.00585513,0,2332
0.709535,                -0,-0.00584066,0,2333
0.711469, -0.00999999977648,-0.00582569,0.01,2334
0.713403, -0.00999999977648,-0.00581027,0.01,2335
0.715336,                -0,-0.00579442,0,2336
0.71727, -0.00999999977648,-0.00577816,0.01,2337
0.719204,                -0,-0.00576153,0,2338
0.721137, -0.00999999977648,-0.00574456,0.01,2339
0.723071,                -0,-0.00572728,0,2340
0.725005,                -0,-0.00570972,0,2341
0.726938,                -0,-0.00569192,0,2342
0.728872,                -0,-0.00567389,0,2343
0.730806, -0.00999999977648,-0.00565567,0.01,2344
0.732739,                -0,-0.00563729,0,2345
0.734673, -0.00999999977648,-0.00561879,0.01,2346
0.736607,                -0,-0.00560018,0,2347
0.73854, -0.00999999977648,-0.00558151,0.01,2348
0.740474,                -0,-0.0055628,0,2349
0.742408,  -0.0173205081373,-0.00554408,0.0173205,2350
0.744341,  -0.0141421342269,-0.00552539,0.0141421,2351
0.746275, -0.00999999977648,-0.00550674,0.01,2352
0.748209, -0.00999999977648,-0.00548819,0.01,2353
0.750142, -0.00999999977648,-0.00546974,0.01,2354
0.752076,  -0.0141421342269,-0.00545144,0.0141421,2355
0.75401,                -0,-0.00543331,0,2356
0.755943, -0.00999999977648,-0.00541539,0.01,2357
0.757877,                -0,-0.0053977,0,2358
0.75981,                -0,-0.00538028,0,2359
0.761744,                -0,-0.00536315,0,2360
0.763678,                -0,-0.00534635,0,2361
0.765611, -0.00999999977648,-0.00532991,0.01,2362
0.767545,                -0,-0.00531385,0,2363
0.769479,                -0,-0.0052982,0,2364
0.771412, -0.00999999977648,-0.00528301,0.01,2365
0.773346,                -0,-0.00526829,0,2366
0.77528,                -0,-0.00525407,0,2367
0.777213,                -0,-0.0052404,0,2368
0.779147,                -0,-0.00522729,0,2369
0.781081,                -0,-0.00521479,0,2370
0.783014,                -0,-0.00520291,0,2371
0.784948,  -0.0141421342269,-0.00519169,0.0141421,2372
0.786882,  -0.0141421342269,-0.00518115,0.0141421,2373
0.788815,                -0,-0.00517134,0,2374
0.790749, -0.00999999977648,-0.00516228,0.01,2375
0.792683,                -0,-0.005154,0,2376
0.794616,                -0,-0.00514652,0,2377
0.79655,                -0,-0.00513989,0,2378
0.798484,                -0,-0.00513413,0,2379
0.800417,                -0,-0.00512927,0,2380
0.802351,                -0,-0.00512532,0,2381
0.804285,                -0,-0.00512226,0,2382
0.806218,                -0,-0.00512004,0,2383
0.808152,                -0,-0.00511865,0,2384
0.810086, -0.00999999977648,-0.00511803,0.01,2385
0.812019, -0.00999999977648,-0.00511816,0.01,2386
0.813953,                -0,-0.005119,0,2387
0.815886,                -0,-0.00512052,0,2388
0.81782,                -0,-0.00512269,0,2389
0.819754,  -0.0141421342269,-0.00512547,0.0141421,2390
0.821687,  -0.0141421342269,-0.00512883,0.0141421,2391
0.823621, -0.00999999977648,-0.00513273,0.01,2392
0.825555,                -0,-0.00513713,0,2393
0.827488, -0.00999999977648,-0.00514202,0.01,2394
0.829422,                -0,-0.00514734,0,2395
0.831356,                -0,-0.00515308,0,2396
0.833289,                -0,-0.00515918,0,2397
0.835223,                -0,-0.00516563,0,2398
0.837157,                -0,-0.00517238,0,2399
0.83909, -0.00999999977648,-0.0051794,0.01,2400
0.841024,                -0,-0.00518666,0,2401
0.842958,                -0,-0.00519412,0,2402
0.844891,                -0,-0.00520175,0,2403
0.846825,                -0,-0.00520951,0,2404
0.848759, -0.00999999977648,-0.00521738,0.01,2405
0.850692,                -0,-0.00522531,0,2406
0.852626,                -0,-0.00523328,0,2407
0.85456,                -0,-0.00524125,0,2408
0.856493,                -0,-0.00524918,0,2409
0.858427, -0.00999999977648,-0.00525704,0.01,2410
0.860361,                -0,-0.00526479,0,2411
0.862294, -0.00999999977648,-0.00527242,0.01,2412
0.864228,                -0,-0.00527987,0,2413
0.866162,  -0.0141421342269,-0.00528711,0.0141421,2414
0.868095, -0.00999999977648,-0.00529411,0.01,2415
0.870029,                -0,-0.00530085,0,2416
0.871962,                -0,-0.00530727,0,2417
0.873896,                -0,-0.00531335,0,2418
0.87583,                -0,-0.00531906,0,2419
0.877763,                -0,-0.00532436,0,2420
0.879697,                -0,-0.00532922,0,2421
0.881631,                -0,-0.00533359,0,2422
0.883564, -0.00999999977648,-0.00533746,0.01,2423
0.885498,                -0,-0.00534078,0,2424
0.887432,                -0,-0.00534352,0,2425
0.889365,                -0,-0.00534565,0,2426
0.891299, -0.00999999977648,-0.00534713,0.01,2427
0.893233,                -0,-0.00534793,0,2428
0.895166, -0.00999999977648,-0.00534802,0.01,2429
0.8971,                -0,-0.00534735,0,2430
0.899034,                -0,-0.0053459,0,2431
0.900967,                -0,-0.00534364,0,2432
0.902901,                -0,-0.00534056,0,2433
0.904835, -0.00999999977648,-0.00533671,0.01,2434
0.906768,  -0.0141421342269,-0.00533214,0.0141421,2435
0.908702,                -0,-0.00532689,0,2436
0.910636,                -0,-0.00532101,0,2437
0.912569,                -0,-0.00531453,0,2438
0.914503,                -0,-0.0053075,0,2439
0.916437, -0.00999999977648,-0.00529997,0.01,2440
0.91837,                -0,-0.00529197,0,2441
0.920304,                -0,-0.00528356,0,2442
0.922237, -0.00999999977648,-0.00527478,0.01,2443
0.924171,                -0,-0.00526566,0,2444
0.926105, -0.00999999977648,-0.00525627,0.01,2445
0.928038,                -0,-0.00524663,0,2446
0.929972, -0.00999999977648,-0.00523679,0.01,2447
0.931906, -0.00999999977648,-0.00522681,0.01,2448
0.933839, -0.00999999977648,-0.00521671,0.01,2449
0.935773,  -0.0173205081373,-0.00520655,0.0173205,2450
0.937707,                -0,-0.00519636,0,2451
0.93964,                -0,-0.0051862,0,2452
0.941574, -0.00999999977648,-0.00517611,0.01,2453
0.943508,                -0,-0.00516613,0,2454
0.945441,  -0.0141421342269,-0.0051563,0.0141421,2455
0.947375,                -0,-0.00514668,0,2456
0.949309,                -0,-0.00513729,0,2457
0.951242,                -0,-0.00512819,0,2458
0.953176,                -0,-0.00511942,0,2459
0.95511,                -0,-0.00511103,0,2460
0.957043, -0.00999999977648,-0.00510306,0.01,2461
0.958977,                -0,-0.00509555,0,2462
0.960911,                -0,-0.00508854,0,2463
0.962844,  -0.0141421342269,-0.00508209,0.0141421,2464
0.964778,                -0,-0.00507623,0,2465
0.966712,                -0,-0.00507101,0,2466
0.968645,                -0,-0.00506647,0,2467
0.970579,  -0.0173205081373,-0.00506266,0.0173205,2468
0.972513,                -0,-0.00505962,0,2469
0.974446,                -0,-0.0050574,0,2470
0.97638,                -0,-0.00505603,0,2471
0.978313,                -0,-0.00505557,0,2472
0.980247, -0.00999999977648,-0.00505605,0.01,2473
0.982181, -0.00999999977648,-0.00505752,0.01,2474
0.984114,  -0.0141421342269,-0.00506003,0.0141421,2475
0.986048, -0.00999999977648,-0.00506362,0.01,2476
0.987982, -0.00999999977648,-0.00506833,0.01,2477
0.989915, -0.00999999977648,-0.0050742,0.01,2478
0.991849,                -0,-0.00508129,0,2479
0.993783, -0.00999999977648,-0.00508963,0.01,2480
0.995716,                -0,-0.00509926,0,2481
0.99765,                -0,-0.00511025,0,2482
0.999584,                -0,-0.00512261,0,2483
0.00151734,                -0,-0.0051364,0,2484
0.003451,  -0.0141421342269,-0.00515159,0.0141421,2485
0.00538465, -0.00999999977648,-0.00516814,0.01,2486
0.00731831,                -0,-0.00518598,0,2487
0.00925196, -0.00999999977648,-0.00520509,0.01,2488
0.0111856, -0.00999999977648,-0.0052254,0.01,2489
0.0131193,  -0.0173205081373,-0.00524686,0.0173205,2490
0.0150529, -0.00999999977648,-0.00526943,0.01,2491
0.0169866, -0.00999999977648,-0.00529307,0.01,2492
0.0189202, -0.00999999977648,-0.00531771,0.01,2493
0.0208539, -0.00999999977648,-0.00534331,0.01,2494
0.0227875, -0.00999999977648,-0.00536983,0.01,2495
0.0247212, -0.00999999977648,-0.00539721,0.01,2496
0.0266549,  -0.0173205081373,-0.0054254,0.0173205,2497
0.0285885, -0.00999999977648,-0.00545436,0.01,2498
0.0305222,                -0,-0.00548404,0,2499
0.0324558,                -0,-0.00551439,0,2500
0.0343895,                -0,-0.00554535,0,2501
0.0363231, -0.00999999977648,-0.00557689,0.01,2502
0.0382568,                -0,-0.00560894,0,2503
0.0401904,                -0,-0.00564147,0,2504
0.0421241, -0.00999999977648,-0.00567442,0.01,2505
0.0440577, -0.00999999977648,-0.00570775,0.01,2506
0.0459914, -0.00999999977648,-0.0057414,0.01,2507
0.0479251,                -0,-0.00577533,0,2508
0.0498587, -0.00999999977648,-0.00580949,0.01,2509
0.0517924,  -0.0141421342269,-0.00584382,0.0141421,2510
0.053726,                -0,-0.00587829,0,2511
0.0556597,  -0.0141421342269,-0.00591284,0.0141421,2512
0.0575933,  -0.0141421342269,-0.00594742,0.0141421,2513
0.059527,                -0,-0.00598198,0,2514
0.0614606, -0.00999999977648,-0.00601648,0.01,2515
0.0633943,                -0,-0.00605086,0,2516
0.065328,                -0,-0.00608508,0,2517
0.0672616,  -0.0173205081373,-0.00611909,0.0173205,2518
0.0691953,                -0,-0.00615284,0,2519
0.0711289,   -0.019999999553,-0.00618627,0.02,2520
0.0730626,   -0.019999999553,-0.00621935,0.02,2521
0.0749962,                -0,-0.00625202,0,2522
0.0769299, -0.00999999977648,-0.00628423,0.01,2523
0.0788635, -0.00999999977648,-0.00631594,0.01,2524
0.0807972,   -0.019999999553,-0.0063471,0.02,2525
0.0827308,                -0,-0.00637765,0,2526
0.0846645,  -0.0141421342269,-0.00640755,0.0141421,2527
0.0865982, -0.00999999977648,-0.00643674,0.01,2528
0.0885318, -0.00999999977648,-0.00646519,0.01,2529
0.0904655,                -0,-0.00649284,0,2530
0.0923991,  -0.0141421342269,-0.00651964,0.0141421,2531
0.0943328,                -0,-0.00654554,0,2532
0.0962664,                -0,-0.0065705,0,2533
0.0982001, -0.00999999977648,-0.00659446,0.01,2534
0.100134,                -0,-0.00661738,0,2535
0.102067,                -0,-0.00663923,0,2536
0.104001, -0.00999999977648,-0.00666,0.01,2537
0.105935,                -0,-0.00667974,0,2538
0.107868, -0.00999999977648,-0.00669845,0.01,2539
0.109802, -0.00999999977648,-0.00671616,0.01,2540
0.111736,                -0,-0.0067329,0,2541
0.113669,  -0.0141421342269,-0.00674867,0.0141421,2542
0.115603, -0.00999999977648,-0.00676352,0.01,2543
0.117537,  -0.0141421342269,-0.00677745,0.0141421,2544
0.11947, -0.00999999977648,-0.00679049,0.01,2545
0.121404,  -0.0141421342269,-0.00680267,0.0141421,2546
0.123338,                -0,-0.00681399,0,2547
0.125271, -0.00999999977648,-0.0068245,0.01,2548
0.127205,                -0,-0.0068342,0,2549
0.129139,                -0,-0.00684312,0,2550
0.131072,  -0.0141421342269,-0.00685128,0.0141421,2551
0.133006, -0.00999999977648,-0.0068587,0.01,2552
0.13494, -0.00999999977648,-0.00686541,0.01,2553
0.136873,                -0,-0.00687143,0,2554
0.138807,                -0,-0.00687678,0,2555
0.14074,  -0.0141421342269,-0.00688147,0.0141421,2556
0.142674, -0.00999999977648,-0.00688554,0.01,2557
0.144608, -0.00999999977648,-0.006889,0.01,2558
0.146541,                -0,-0.00689189,0,2559
0.148475, -0.00999999977648,-0.0068942,0.01,2560
0.150409,  -0.0141421342269,-0.00689598,0.0141421,2561
0.152342, -0.00999999977648,-0.00689725,0.01,2562
0.154276, -0.00999999977648,-0.00689801,0.01,2563
0.15621, -0.00999999977648,-0.0068983,0.01,2564
0.158143, -0.00999999977648,-0.00689814,0.01,2565
0.160077,  -0.0141421342269,-0.00689755,0.0141421,2566
0.162011,                -0,-0.00689656,0,2567
0.163944, -0.00999999977648,-0.00689517,0.01,2568
0.165878, -0.00999999977648,-0.00689342,0.01,2569
0.167812, -0.00999999977648,-0.00689133,0.01,2570
0.169745, -0.00999999977648,-0.00688892,0.01,2571
0.171679,                -0,-0.00688621,0,2572
0.173613,                -0,-0.00688323,0,2573
0.175546, -0.00999999977648,-0.00687999,0.01,2574
0.17748,  -0.0141421342269,-0.00687651,0.0141421,2575
0.179414,  -0.0141421342269,-0.00687283,0.0141421,2576
0.181347, -0.00999999977648,-0.00686896,0.01,2577
0.183281,  -0.0141421342269,-0.00686492,0.0141421,2578
0.185215,  -0.0141421342269,-0.00686073,0.0141421,2579
0.187148, -0.00999999977648,-0.00685642,0.01,2580
0.189082,  -0.0173205081373,-0.00685201,0.0173205,2581
0.191016, -0.00999999977648,-0.00684752,0.01,2582
0.192949,                -0,-0.00684297,0,2583
0.194883,                -0,-0.00683839,0,2584
0.196816,                -0,-0.0068338,0,2585
0.19875,                -0,-0.00682921,0,2586
0.200684,                -0,-0.00682465,0,2587
0.202617,                -0,-0.00682013,0,2588
0.204551,  -0.0173205081373,-0.00681564,0.0173205,2589
0.206485,                -0,-0.00681116,0,2590
0.208418,                -0,-0.00680668,0,2591
0.210352,  -0.0141421342269,-0.00680219,0.0141421,2592
0.212286, -0.00999999977648,-0.00679768,0.01,2593
0.214219,  -0.0141421342269,-0.00679312,0.0141421,2594
0.216153,                -0,-0.00678852,0,2595
0.218087,  -0.0173205081373,-0.00678385,0.0173205,2596
0.22002,                -0,-0.00677911,0,2597
0.221954,                -0,-0.00677428,0,2598
0.223888,                -0,-0.00676935,0,2599
0.225821, -0.00999999977648,-0.0067643,0.01,2600
0.227755,                -0,-0.00675912,0,2601
0.229689,                -0,-0.00675381,0,2602
0.231622,  -0.0141421342269,-0.00674833,0.0141421,2603
0.233556,                -0,-0.0067427,0,2604
0.23549, -0.00999999977648,-0.00673688,0.01,2605
0.237423,  -0.0141421342269,-0.00673087,0.0141421,2606
0.239357,  -0.0141421342269,-0.00672466,0.0141421,2607
0.241291,  -0.0173205081373,-0.00671822,0.0173205,2608
0.243224, -0.00999999977648,-0.00671156,0.01,2609
0.245158, -0.00999999977648,-0.00670465,0.01,2610
0.247092,  -0.0141421342269,-0.00669749,0.0141421,2611
0.249025,                -0,-0.00669005,0,2612
0.250959, -0.00999999977648,-0.00668234,0.01,2613
0.252892, -0.00999999977648,-0.00667432,0.01,2614
0.254826,  -0.0141421342269,-0.006666,0.0141421,2615
0.25676,                -0,-0.00665736,0,2616
0.258693,                -0,-0.00664838,0,2617
0.260627, -0.00999999977648,-0.00663906,0.01,2618
0.262561,  -0.0141421342269,-0.00662938,0.0141421,2619
0.264494, -0.00999999977648,-0.00661932,0.01,2620
0.266428,                -0,-0.00660888,0,2621
0.268362, -0.00999999977648,-0.00659803,0.01,2622
0.270295, -0.00999999977648,-0.00658678,0.01,2623
0.272229,  -0.0141421342269,-0.0065751,0.0141421,2624
0.274163,   -0.019999999553,-0.00656299,0.02,2625
0.276096,  -0.0141421342269,-0.00655042,0.0141421,2626
0.27803,  -0.0173205081373,-0.0065374,0.0173205,2627
0.279964, -0.00999999977648,-0.00652389,0.01,2628
0.281897,                -0,-0.0065099,0,2629
0.283831,  -0.0173205081373,-0.0064954,0.0173205,2630
0.285765,  -0.0173205081373,-0.00648039,0.0173205,2631
0.287698, -0.00999999977648,-0.00646485,0.01,2632
0.289632, -0.00999999977648,-0.00644878,0.01,2633
0.291566,                -0,-0.00643214,0,2634
0.293499,                -0,-0.00641495,0,2635
0.295433,                -0,-0.00639717,0,2636
0.297367,                -0,-0.0063788,0,2637
0.2993, -0.00999999977648,-0.00635982,0.01,2638
0.301234, -0.00999999977648,-0.00634023,0.01,2639
0.303167,                -0,-0.00632004,0,2640
0.305101, -0.00999999977648,-0.00629928,0.01,2641
0.307035,  -0.0141421342269,-0.00627799,0.0141421,2642
0.308968,                -0,-0.00625619,0,2643
0.310902,   -0.019999999553,-0.00623393,0.02,2644
0.312836, -0.00999999977648,-0.00621123,0.01,2645
0.314769,   -0.019999999553,-0.00618813,0.02,2646
0.316703, -0.00999999977648,-0.00616466,0.01,2647
0.318637,                -0,-0.00614086,0,2648
0.32057, -0.00999999977648,-0.00611676,0.01,2649
0.322504, -0.00999999977648,-0.00609239,0.01,2650
0.324438,                -0,-0.00606779,0,2651
0.326371,  -0.0141421342269,-0.00604298,0.0141421,2652
0.328305,                -0,-0.00601801,0,2653
0.330239,  -0.0173205081373,-0.0059929,0.0173205,2654
0.332172, -0.00999999977648,-0.00596769,0.01,2655
0.334106, -0.00999999977648,-0.00594242,0.01,2656
0.33604, -0.00999999977648,-0.00591711,0.01,2657
0.337973,                -0,-0.0058918,0,2658
0.339907,                -0,-0.00586652,0,2659
0.341841,                -0,-0.00584131,0,2660
0.343774,                -0,-0.0058162,0,2661
0.345708,                -0,-0.00579122,0,2662
0.347642,  -0.0141421342269,-0.0057664,0.0141421,2663
0.349575,                -0,-0.00574179,0,2664
0.351509,  -0.0141421342269,-0.00571741,0.0141421,2665
0.353443,                -0,-0.00569329,0,2666
0.355376,  -0.0141421342269,-0.00566948,0.0141421,2667
0.35731,                -0,-0.005646,0,2668
0.359243, -0.00999999977648,-0.00562288,0.01,2669
0.361177,                -0,-0.00560016,0,2670
0.363111,                -0,-0.00557788,0,2671
0.365044,                -0,-0.00555606,0,2672
0.366978,  -0.0141421342269,-0.00553475,0.0141421,2673
0.368912, -0.00999999977648,-0.00551396,0.01,2674
0.370845, -0.00999999977648,-0.00549374,0.01,2675
0.372779,                -0,-0.00547413,0,2676
0.374713, -0.00999999977648,-0.00545514,0.01,2677
0.376646,  -0.0173205081373,-0.00543682,0.0173205,2678
0.37858, -0.00999999977648,-0.00541921,0.01,2679
0.380514,                -0,-0.00540232,0,2680
0.382447,                -0,-0.0053862,0,2681
0.384381,                -0,-0.00537089,0,2682
0.386315,  -0.0141421342269,-0.0053564,0.0141421,2683
0.388248,                -0,-0.00534279,0,2684
0.390182, -0.00999999977648,-0.00533007,0.01,2685
0.392116,  -0.0141421342269,-0.00531828,0.0141421,2686
0.394049,                -0,-0.00530747,0,2687
0.395983, -0.00999999977648,-0.00529765,0.01,2688
0.397917,                -0,-0.00528887,0,2689
0.39985,                -0,-0.00528115,0,2690
0.401784,                -0,-0.00527453,0,2691
0.403718,                -0,-0.00526898,0,2692
0.405651,  -0.0173205081373,-0.00526448,0.0173205,2693
0.407585,                -0,-0.005261,0,2694
0.409519,                -0,-0.00525851,0,2695
0.411452,                -0,-0.00525698,0,2696
0.413386,  -0.0141421342269,-0.00525638,0.0141421,2697
0.415319,  -0.0141421342269,-0.00525668,0.0141421,2698
0.417253,                -0,-0.00525786,0,2699
0.419187,                -0,-0.00525988,0,2700
0.42112,                -0,-0.00526271,0,2701
0.423054,                -0,-0.00526634,0,2702
0.424988, -0.00999999977648,-0.00527072,0.01,2703
0.426921,  -0.0141421342269,-0.00527583,0.0141421,2704
0.428855,                -0,-0.00528164,0,2705
0.430789,                -0,-0.00528812,0,2706
0.432722,                -0,-0.00529524,0,2707
0.434656,                -0,-0.00530297,0,2708
0.43659, -0.00999999977648,-0.00531129,0.01,2709
0.438523, -0.00999999977648,-0.00532017,0.01,2710
0.440457, -0.00999999977648,-0.00532957,0.01,2711
0.442391,                -0,-0.00533947,0,2712
0.444324,  -0.0141421342269,-0.00534984,0.0141421,2713
0.446258,                -0,-0.00536064,0,2714
0.448192, -0.00999999977648,-0.00537186,0.01,2715
0.450125,                -0,-0.00538345,0,2716
0.452059,  -0.0173205081373,-0.0053954,0.0173205,2717
0.453993,                -0,-0.00540768,0,2718
0.455926,                -0,-0.00542025,0,2719
0.45786,                -0,-0.00543308,0,2720
0.459794,                -0,-0.00544615,0,2721
0.461727,                -0,-0.00545943,0,2722
0.463661, -0.00999999977648,-0.00547289,0.01,2723
0.465595, -0.00999999977648,-0.00548649,0.01,2724
0.467528,                -0,-0.00550022,0,2725
0.469462,                -0,-0.00551404,0,2726
0.471395, -0.00999999977648,-0.00552792,0.01,2727
0.473329, -0.00999999977648,-0.00554184,0.01,2728
0.475263, -0.00999999977648,-0.00555576,0.01,2729
0.477196, -0.00999999977648,-0.00556966,0.01,2730
0.47913,                -0,-0.0055835,0,2731
0.481064,                -0,-0.00559726,0,2732
0.482997,                -0,-0.00561092,0,2733
0.484931,                -0,-0.00562443,0,2734
0.486865,  -0.0141421342269,-0.00563777,0.0141421,2735
0.488798,                -0,-0.00565092,0,2736
0.490732,                -0,-0.00566384,0,2737
0.492666,                -0,-0.0056765,0,2738
0.494599,                -0,-0.00568888,0,2739
0.496533,  -0.0141421342269,-0.00570095,0.0141421,2740
0.498467,                -0,-0.00571267,0,2741
0.5004,                -0,-0.00572402,0,2742
0.502334,                -0,-0.00573499,0,2743
0.504268, -0.00999999977648,-0.00574557,0.01,2744
0.506201, -0.00999999977648,-0.00575577,0.01,2745
0.508135, -0.00999999977648,-0.00576561,0.01,2746
0.510069, -0.00999999977648,-0.00577509,0.01,2747
0.512002,  -0.0141421342269,-0.00578423,0.0141421,2748
0.513936,                -0,-0.00579303,0,2749
0.51587,  -0.0141421342269,-0.00580149,0.0141421,2750
0.517803,                -0,-0.00580964,0,2751
0.519737, -0.00999999977648,-0.00581748,0.01,2752
0.52167, -0.00999999977648,-0.00582501,0.01,2753
0.523604, -0.00999999977648,-0.00583225,0.01,2754
0.525538, -0.00999999977648,-0.0058392,0.01,2755
0.527471,                -0,-0.00584588,0,2756
0.529405, -0.00999999977648,-0.00585229,0.01,2757
0.531339, -0.00999999977648,-0.00585845,0.01,2758
0.533272,  -0.0141421342269,-0.00586435,0.0141421,2759
0.535206, -0.00999999977648,-0.00587002,0.01,2760
0.53714,                -0,-0.00587545,0,2761
0.539073,  -0.0141421342269,-0.00588066,0.0141421,2762
