Phase(F=0.0000)(P=51715.538245)),Val-,Mean-,Sigma,Num
0.0789794,  -0.0141421342269,-0.00631783,0.0141421,1650
0.080913,                -0,-0.00634894,0,1651
0.0828467, -0.00999999977648,-0.00637946,0.01,1652
0.0847804,                -0,-0.00640932,0,1653
0.086714,  -0.0141421342269,-0.00643847,0.0141421,1654
0.0886477, -0.00999999977648,-0.00646687,0.01,1655
0.0905813, -0.00999999977648,-0.00649447,0.01,1656
0.092515,  -0.0141421342269,-0.00652122,0.0141421,1657
0.0944486, -0.00999999977648,-0.00654707,0.01,1658
0.0963823,                -0,-0.00657197,0,1659
0.0983159,                -0,-0.00659587,0,1660
0.10025,                -0,-0.00661872,0,1661
0.102183,                -0,-0.0066405,0,1662
0.104117, -0.00999999977648,-0.00666122,0.01,1663
0.106051, -0.00999999977648,-0.00668089,0.01,1664
0.107984, -0.00999999977648,-0.00669954,0.01,1665
0.109918,  -0.0141421342269,-0.00671719,0.0141421,1666
0.111852, -0.00999999977648,-0.00673387,0.01,1667
0.113785, -0.00999999977648,-0.00674959,0.01,1668
0.115719,                -0,-0.00676438,0,1669
0.117652, -0.00999999977648,-0.00677826,0.01,1670
0.119586,                -0,-0.00679125,0,1671
0.12152, -0.00999999977648,-0.00680337,0.01,1672
0.123453,                -0,-0.00681465,0,1673
0.125387, -0.00999999977648,-0.0068251,0.01,1674
0.127321, -0.00999999977648,-0.00683475,0.01,1675
0.129254,                -0,-0.00684363,0,1676
0.131188, -0.00999999977648,-0.00685174,0.01,1677
0.133122,                -0,-0.00685913,0,1678
0.135055,                -0,-0.00686579,0,1679
0.136989,  -0.0141421342269,-0.00687177,0.0141421,1680
0.138923,  -0.0141421342269,-0.00687707,0.0141421,1681
0.140856,  -0.0141421342269,-0.00688173,0.0141421,1682
0.14279,                -0,-0.00688577,0,1683
0.144724, -0.00999999977648,-0.00688919,0.01,1684
0.146657,                -0,-0.00689204,0,1685
0.148591, -0.00999999977648,-0.00689433,0.01,1686
0.150525,  -0.0141421342269,-0.00689607,0.0141421,1687
0.152458,                -0,-0.00689731,0,1688
0.154392,                -0,-0.00689804,0,1689
0.156326, -0.00999999977648,-0.00689831,0.01,1690
0.158259,  -0.0141421342269,-0.00689812,0.0141421,1691
0.160193, -0.00999999977648,-0.00689751,0.01,1692
0.162127, -0.00999999977648,-0.00689648,0.01,1693
0.16406,                -0,-0.00689508,0,1694
0.165994, -0.00999999977648,-0.00689331,0.01,1695
0.167928, -0.00999999977648,-0.0068912,0.01,1696
0.169861,                -0,-0.00688877,0,1697
0.171795,  -0.0173205081373,-0.00688604,0.0173205,1698
0.173728,                -0,-0.00688304,0,1699
0.175662, -0.00999999977648,-0.00687979,0.01,1700
0.177596, -0.00999999977648,-0.0068763,0.01,1701
0.179529,                -0,-0.0068726,0,1702
0.181463,  -0.0141421342269,-0.00686872,0.0141421,1703
0.183397,  -0.0141421342269,-0.00686467,0.0141421,1704
0.18533, -0.00999999977648,-0.00686047,0.01,1705
0.187264,                -0,-0.00685616,0,1706
0.189198,  -0.0141421342269,-0.00685174,0.0141421,1707
0.191131,                -0,-0.00684725,0,1708
0.193065,                -0,-0.0068427,0,1709
0.194999,                -0,-0.00683812,0,1710
0.196932,                -0,-0.00683352,0,1711
0.198866,                -0,-0.00682893,0,1712
0.2008, -0.00999999977648,-0.00682438,0.01,1713
0.202733,                -0,-0.00681986,0,1714
0.204667,                -0,-0.00681537,0,1715
0.206601, -0.00999999977648,-0.00681089,0.01,1716
0.208534,  -0.0141421342269,-0.00680641,0.0141421,1717
0.210468,                -0,-0.00680192,0,1718
0.212402,                -0,-0.0067974,0,1719
0.214335, -0.00999999977648,-0.00679285,0.01,1720
0.216269,  -0.0173205081373,-0.00678824,0.0173205,1721
0.218203,                -0,-0.00678357,0,1722
0.220136, -0.00999999977648,-0.00677883,0.01,1723
0.22207,                -0,-0.00677399,0,1724
0.224004,  -0.0141421342269,-0.00676905,0.0141421,1725
0.225937, -0.00999999977648,-0.00676399,0.01,1726
0.227871,                -0,-0.00675881,0,1727
0.229804, -0.00999999977648,-0.00675348,0.01,1728
0.231738,                -0,-0.006748,0,1729
0.233672, -0.00999999977648,-0.00674235,0.01,1730
0.235605,  -0.0141421342269,-0.00673653,0.0141421,1731
0.237539,                -0,-0.0067305,0,1732
0.239473,                -0,-0.00672428,0,1733
0.241406, -0.00999999977648,-0.00671783,0.01,1734
0.24334, -0.00999999977648,-0.00671115,0.01,1735
0.245274,                -0,-0.00670423,0,1736
0.247207, -0.00999999977648,-0.00669705,0.01,1737
0.249141,                -0,-0.0066896,0,1738
0.251075, -0.00999999977648,-0.00668186,0.01,1739
0.253008,                -0,-0.00667383,0,1740
0.254942,  -0.0141421342269,-0.00666549,0.0141421,1741
0.256876, -0.00999999977648,-0.00665683,0.01,1742
0.258809, -0.00999999977648,-0.00664783,0.01,1743
0.260743,                -0,-0.00663849,0,1744
0.262677,  -0.0173205081373,-0.00662878,0.0173205,1745
0.26461, -0.00999999977648,-0.0066187,0.01,1746
0.266544,  -0.0141421342269,-0.00660824,0.0141421,1747
0.268478,                -0,-0.00659737,0,1748
0.270411, -0.00999999977648,-0.00658609,0.01,1749
0.272345,                -0,-0.00657439,0,1750
0.274279,  -0.0141421342269,-0.00656225,0.0141421,1751
0.276212,                -0,-0.00654966,0,1752
0.278146,                -0,-0.0065366,0,1753
0.280079,                -0,-0.00652307,0,1754
0.282013,                -0,-0.00650904,0,1755
0.283947,                -0,-0.00649452,0,1756
0.28588, -0.00999999977648,-0.00647948,0.01,1757
0.287814, -0.00999999977648,-0.00646391,0.01,1758
0.289748,  -0.0141421342269,-0.0064478,0.0141421,1759
0.291681,                -0,-0.00643113,0,1760
0.293615,                -0,-0.0064139,0,1761
0.295549,                -0,-0.00639608,0,1762
0.297482,                -0,-0.00637768,0,1763
0.299416,                -0,-0.00635867,0,1764
0.30135,                -0,-0.00633904,0,1765
0.303283, -0.00999999977648,-0.00631881,0.01,1766
0.305217, -0.00999999977648,-0.00629802,0.01,1767
0.307151,                -0,-0.00627669,0,1768
0.309084, -0.00999999977648,-0.00625487,0.01,1769
0.311018,  -0.0173205081373,-0.00623258,0.0173205,1770
0.312952,                -0,-0.00620986,0,1771
0.314885,  -0.0141421342269,-0.00618673,0.0141421,1772
0.316819,                -0,-0.00616325,0,1773
0.318753, -0.00999999977648,-0.00613943,0.01,1774
0.320686, -0.00999999977648,-0.00611531,0.01,1775
0.32262,                -0,-0.00609092,0,1776
0.324554, -0.00999999977648,-0.0060663,0.01,1777
0.326487,  -0.0141421342269,-0.00604149,0.0141421,1778
0.328421, -0.00999999977648,-0.00601651,0.01,1779
0.330355, -0.00999999977648,-0.00599139,0.01,1780
0.332288, -0.00999999977648,-0.00596618,0.01,1781
0.334222,                -0,-0.0059409,0,1782
0.336155, -0.00999999977648,-0.00591559,0.01,1783
0.338089, -0.00999999977648,-0.00589028,0.01,1784
0.340023,                -0,-0.00586501,0,1785
0.341956, -0.00999999977648,-0.0058398,0.01,1786
0.34389, -0.00999999977648,-0.0058147,0.01,1787
0.345824,  -0.0141421342269,-0.00578972,0.0141421,1788
0.347757, -0.00999999977648,-0.00576492,0.01,1789
0.349691,  -0.0141421342269,-0.00574032,0.0141421,1790
0.351625, -0.00999999977648,-0.00571596,0.01,1791
0.353558, -0.00999999977648,-0.00569186,0.01,1792
0.355492, -0.00999999977648,-0.00566806,0.01,1793
0.357426,                -0,-0.0056446,0,1794
0.359359,                -0,-0.00562151,0,1795
0.361293, -0.00999999977648,-0.00559882,0.01,1796
0.363227,                -0,-0.00557656,0,1797
0.36516,                -0,-0.00555477,0,1798
0.367094,                -0,-0.00553349,0,1799
0.369028,                -0,-0.00551273,0,1800
0.370961, -0.00999999977648,-0.00549255,0.01,1801
0.372895,                -0,-0.00547297,0,1802
0.374829, -0.00999999977648,-0.00545403,0.01,1803
0.376762,                -0,-0.00543575,0,1804
0.378696,  -0.0173205081373,-0.00541817,0.0173205,1805
0.38063,  -0.0141421342269,-0.00540133,0.0141421,1806
0.382563,                -0,-0.00538526,0,1807
0.384497, -0.00999999977648,-0.00537,0.01,1808
0.386431, -0.00999999977648,-0.00535556,0.01,1809
0.388364,                -0,-0.005342,0,1810
0.390298, -0.00999999977648,-0.00532934,0.01,1811
0.392231, -0.00999999977648,-0.00531761,0.01,1812
0.394165,                -0,-0.00530685,0,1813
0.396099,                -0,-0.0052971,0,1814
0.398032,  -0.0141421342269,-0.00528838,0.0141421,1815
0.399966,                -0,-0.00528073,0,1816
0.4019, -0.00999999977648,-0.00527417,0.01,1817
0.403833,                -0,-0.00526868,0,1818
0.405767,                -0,-0.00526425,0,1819
0.407701,                -0,-0.00526082,0,1820
0.409634, -0.00999999977648,-0.00525839,0.01,1821
0.411568,                -0,-0.00525692,0,1822
0.413502,                -0,-0.00525637,0,1823
0.415435,                -0,-0.00525673,0,1824
0.417369,                -0,-0.00525795,0,1825
0.419303,                -0,-0.00526002,0,1826
0.421236,                -0,-0.00526291,0,1827
0.42317,                -0,-0.00526658,0,1828
0.425104,  -0.0141421342269,-0.005271,0.0141421,1829
0.427037,                -0,-0.00527616,0,1830
0.428971, -0.00999999977648,-0.00528201,0.01,1831
0.430905,                -0,-0.00528853,0,1832
0.432838,                -0,-0.00529569,0,1833
0.434772,                -0,-0.00530346,0,1834
0.436706,                -0,-0.00531181,0,1835
0.438639,                -0,-0.00532072,0,1836
0.440573,                -0,-0.00533015,0,1837
0.442506, -0.00999999977648,-0.00534008,0.01,1838
0.44444,                -0,-0.00535047,0,1839
0.446374, -0.00999999977648,-0.0053613,0.01,1840
0.448307, -0.00999999977648,-0.00537254,0.01,1841
0.450241, -0.00999999977648,-0.00538416,0.01,1842
0.452175,                -0,-0.00539613,0,1843
0.454108,  -0.0173205081373,-0.00540842,0.0173205,1844
0.456042,                -0,-0.00542101,0,1845
0.457976, -0.00999999977648,-0.00543386,0.01,1846
0.459909, -0.00999999977648,-0.00544694,0.01,1847
0.461843,                -0,-0.00546023,0,1848
0.463777,                -0,-0.0054737,0,1849
0.46571,                -0,-0.00548731,0,1850
0.467644, -0.00999999977648,-0.00550105,0.01,1851
0.469578,   -0.019999999553,-0.00551487,0.02,1852
0.471511, -0.00999999977648,-0.00552875,0.01,1853
0.473445,                -0,-0.00554267,0,1854
0.475379, -0.00999999977648,-0.00555659,0.01,1855
0.477312, -0.00999999977648,-0.00557049,0.01,1856
0.479246, -0.00999999977648,-0.00558433,0.01,1857
0.48118, -0.00999999977648,-0.00559809,0.01,1858
0.483113,  -0.0141421342269,-0.00561173,0.0141421,1859
0.485047,  -0.0141421342269,-0.00562523,0.0141421,1860
0.486981, -0.00999999977648,-0.00563857,0.01,1861
0.488914, -0.00999999977648,-0.0056517,0.01,1862
0.490848,                -0,-0.0056646,0,1863
0.492782,                -0,-0.00567725,0,1864
0.494715,                -0,-0.00568961,0,1865
0.496649,  -0.0141421342269,-0.00570166,0.0141421,1866
0.498582,                -0,-0.00571336,0,1867
0.500516,  -0.0141421342269,-0.00572469,0.0141421,1868
0.50245,                -0,-0.00573563,0,1869
0.504383, -0.00999999977648,-0.00574619,0.01,1870
0.506317,  -0.0141421342269,-0.00575637,0.0141421,1871
0.508251,                -0,-0.00576619,0,1872
0.510184,                -0,-0.00577565,0,1873
0.512118,  -0.0141421342269,-0.00578477,0.0141421,1874
0.514052, -0.00999999977648,-0.00579354,0.01,1875
0.515985,                -0,-0.00580199,0,1876
0.517919,                -0,-0.00581012,0,1877
0.519853,                -0,-0.00581794,0,1878
0.521786,                -0,-0.00582545,0,1879
0.52372,                -0,-0.00583267,0,1880
0.525654, -0.00999999977648,-0.00583961,0.01,1881
0.527587,                -0,-0.00584627,0,1882
0.529521, -0.00999999977648,-0.00585267,0.01,1883
0.531455,                -0,-0.00585881,0,1884
0.533388,  -0.0173205081373,-0.0058647,0.0173205,1885
0.535322, -0.00999999977648,-0.00587035,0.01,1886
0.537256,                -0,-0.00587577,0,1887
0.539189,                -0,-0.00588097,0,1888
0.541123,                -0,-0.00588596,0,1889
0.543057, -0.00999999977648,-0.00589074,0.01,1890
0.54499,  -0.0173205081373,-0.00589533,0.0173205,1891
0.546924, -0.00999999977648,-0.00589974,0.01,1892
0.548858,                -0,-0.00590396,0,1893
0.550791,                -0,-0.00590802,0,1894
0.552725, -0.00999999977648,-0.00591192,0.01,1895
0.554658, -0.00999999977648,-0.00591568,0.01,1896
0.556592,                -0,-0.00591929,0,1897
0.558526,  -0.0173205081373,-0.00592277,0.0173205,1898
0.560459, -0.00999999977648,-0.00592613,0.01,1899
0.562393, -0.00999999977648,-0.00592937,0.01,1900
0.564327,  -0.0141421342269,-0.00593251,0.0141421,1901
0.56626,                -0,-0.00593555,0,1902
0.568194,                -0,-0.00593851,0,1903
0.570128, -0.00999999977648,-0.00594139,0.01,1904
0.572061,                -0,-0.0059442,0,1905
0.573995, -0.00999999977648,-0.00594695,0.01,1906
0.575929,                -0,-0.00594965,0,1907
0.577862, -0.00999999977648,-0.00595231,0.01,1908
0.579796,                -0,-0.00595494,0,1909
0.58173,                -0,-0.00595754,0,1910
0.583663, -0.00999999977648,-0.00596013,0.01,1911
0.585597, -0.00999999977648,-0.00596271,0.01,1912
0.587531, -0.00999999977648,-0.00596529,0.01,1913
0.589464,                -0,-0.00596789,0,1914
0.591398,  -0.0141421342269,-0.00597051,0.0141421,1915
0.593332,                -0,-0.00597316,0,1916
0.595265,  -0.0141421342269,-0.00597584,0.0141421,1917
0.597199,  -0.0141421342269,-0.00597858,0.0141421,1918
0.599133, -0.00999999977648,-0.00598137,0.01,1919
0.601066,  -0.0141421342269,-0.00598423,0.0141421,1920
0.603,  -0.0141421342269,-0.00598715,0.0141421,1921
0.604934,                -0,-0.00599011,0,1922
0.606867, -0.00999999977648,-0.00599312,0.01,1923
0.608801, -0.00999999977648,-0.00599614,0.01,1924
0.610734,                -0,-0.00599917,0,1925
0.612668, -0.00999999977648,-0.0060022,0.01,1926
0.614602,  -0.0173205081373,-0.0060052,0.0173205,1927
0.616535, -0.00999999977648,-0.00600817,0.01,1928
0.618469,                -0,-0.0060111,0,1929
0.620403,  -0.0141421342269,-0.00601396,0.0141421,1930
0.622336, -0.00999999977648,-0.00601674,0.01,1931
0.62427,                -0,-0.00601944,0,1932
0.626204, -0.00999999977648,-0.00602204,0.01,1933
0.628137,                -0,-0.00602452,0,1934
0.630071,                -0,-0.00602686,0,1935
0.632005,                -0,-0.00602907,0,1936
0.633938,                -0,-0.00603111,0,1937
0.635872,  -0.0141421342269,-0.00603299,0.0141421,1938
0.637806,                -0,-0.00603468,0,1939
0.639739,                -0,-0.00603617,0,1940
0.641673,  -0.0173205081373,-0.00603745,0.0173205,1941
0.643607,  -0.0173205081373,-0.0060385,0.0173205,1942
0.64554,  -0.0141421342269,-0.00603931,0.0141421,1943
0.647474, -0.00999999977648,-0.00603987,0.01,1944
0.649408, -0.00999999977648,-0.00604016,0.01,1945
0.651341,                -0,-0.00604017,0,1946
0.653275,                -0,-0.00603988,0,1947
0.655209, -0.00999999977648,-0.00603928,0.01,1948
0.657142,                -0,-0.00603836,0,1949
0.659076,  -0.0173205081373,-0.00603711,0.0173205,1950
0.661009,  -0.0141421342269,-0.0060355,0.0141421,1951
0.662943, -0.00999999977648,-0.00603353,0.01,1952
0.664877,                -0,-0.00603118,0,1953
0.66681,                -0,-0.00602844,0,1954
0.668744,  -0.0141421342269,-0.0060253,0.0141421,1955
0.670678,                -0,-0.00602173,0,1956
0.672611,                -0,-0.00601773,0,1957
0.674545,  -0.0141421342269,-0.00601329,0.0141421,1958
0.676479,                -0,-0.00600839,0,1959
0.678412,                -0,-0.00600301,0,1960
0.680346, -0.00999999977648,-0.00599714,0.01,1961
0.68228, -0.00999999977648,-0.00599077,0.01,1962
0.684213,                -0,-0.00598389,0,1963
0.686147,  -0.0173205081373,-0.00597648,0.0173205,1964
0.688081,                -0,-0.00596852,0,1965
0.690014,                -0,-0.00596001,0,1966
0.691948, -0.00999999977648,-0.00595092,0.01,1967
0.693882,                -0,-0.00594126,0,1968
0.695815, -0.00999999977648,-0.00593099,0.01,1969
0.697749,   -0.019999999553,-0.00592011,0.02,1970
0.699683, -0.00999999977648,-0.00590861,0.01,1971
0.701616, -0.00999999977648,-0.00589647,0.01,1972
0.70355, -0.00999999977648,-0.00588372,0.01,1973
0.705484, -0.00999999977648,-0.00587038,0.01,1974
0.707417, -0.00999999977648,-0.00585648,0.01,1975
0.709351,                -0,-0.00584206,0,1976
0.711285,  -0.0141421342269,-0.00582714,0.0141421,1977
0.713218,                -0,-0.00581176,0,1978
0.715152, -0.00999999977648,-0.00579595,0.01,1979
0.0269553,                -0,-0.00542985,0,1980
0.028889,                -0,-0.00545893,0,1981
0.0308226,                -0,-0.00548871,0,1982
0.0327563,                -0,-0.00551916,0,1983
0.0346899,                -0,-0.00555021,0,1984
0.0366236,                -0,-0.00558183,0,1985
0.0385572,                -0,-0.00561397,0,1986
0.0404909,                -0,-0.00564656,0,1987
0.0424246,                -0,-0.00567958,0,1988
0.0443582,                -0,-0.00571296,0,1989
0.0462919,                -0,-0.00574666,0,1990
0.0482255,                -0,-0.00578062,0,1991
0.0501592,                -0,-0.00581481,0,1992
0.0520928,                -0,-0.00584917,0,1993
0.0540265, -0.00999999977648,-0.00588365,0.01,1994
0.0559601,  -0.0141421342269,-0.00591821,0.0141421,1995
0.0578938,  -0.0141421342269,-0.00595279,0.0141421,1996
0.0598274,  -0.0141421342269,-0.00598734,0.0141421,1997
0.0617611,                -0,-0.00602183,0,1998
0.0636948,                -0,-0.00605619,0,1999
0.0656284,  -0.0173205081373,-0.00609038,0.0173205,2000
0.0675621, -0.00999999977648,-0.00612435,0.01,2001
0.0694957,                -0,-0.00615805,0,2002
0.0714294, -0.00999999977648,-0.00619144,0.01,2003
0.073363,                -0,-0.00622445,0,2004
0.0752967,                -0,-0.00625706,0,2005
0.0772303,                -0,-0.0062892,0,2006
0.079164,                -0,-0.00632082,0,2007
0.0810976,                -0,-0.00635188,0,2008
0.0830313,                -0,-0.00638234,0,2009
0.084965, -0.00999999977648,-0.00641213,0.01,2010
0.0868986,                -0,-0.00644121,0,2011
0.0888323,                -0,-0.00646954,0,2012
0.0907659,                -0,-0.00649706,0,2013
0.0926996,  -0.0141421342269,-0.00652372,0.0141421,2014
0.0946332, -0.00999999977648,-0.00654948,0.01,2015
0.0965669,                -0,-0.00657429,0,2016
0.0985005,                -0,-0.0065981,0,2017
0.100434,                -0,-0.00662085,0,2018
0.102368,                -0,-0.00664253,0,2019
0.104302,                -0,-0.00666314,0,2020
0.106235,                -0,-0.00668271,0,2021
0.108169,                -0,-0.00670127,0,2022
0.110102,  -0.0141421342269,-0.00671883,0.0141421,2023
0.112036, -0.00999999977648,-0.00673541,0.01,2024
0.11397,                -0,-0.00675104,0,2025
0.115903, -0.00999999977648,-0.00676574,0.01,2026
0.117837, -0.00999999977648,-0.00677954,0.01,2027
0.119771,                -0,-0.00679244,0,2028
0.121704,  -0.0141421342269,-0.00680448,0.0141421,2029
0.123638, -0.00999999977648,-0.00681568,0.01,2030
0.125572,  -0.0173205081373,-0.00682606,0.0173205,2031
0.127505,                -0,-0.00683563,0,2032
0.129439, -0.00999999977648,-0.00684443,0.01,2033
0.131373,  -0.0173205081373,-0.00685248,0.0173205,2034
0.133306,  -0.0141421342269,-0.00685979,0.0141421,2035
0.13524,                -0,-0.00686639,0,2036
0.137174, -0.00999999977648,-0.0068723,0.01,2037
0.139107,                -0,-0.00687755,0,2038
0.141041,                -0,-0.00688214,0,2039
0.142975,  -0.0173205081373,-0.00688612,0.0173205,2040
0.144908,                -0,-0.00688949,0,2041
0.146842,                -0,-0.00689228,0,2042
0.148776, -0.00999999977648,-0.00689452,0.01,2043
0.150709,                -0,-0.00689621,0,2044
0.152643, -0.00999999977648,-0.0068974,0.01,2045
0.154577, -0.00999999977648,-0.00689809,0.01,2046
0.15651,  -0.0141421342269,-0.00689831,0.0141421,2047
0.158444,  -0.0173205081373,-0.00689808,0.0173205,2048
0.160377,  -0.0173205081373,-0.00689743,0.0173205,2049
0.162311,  -0.0141421342269,-0.00689637,0.0141421,2050
0.164245, -0.00999999977648,-0.00689492,0.01,2051
0.166178,                -0,-0.00689312,0,2052
0.168112, -0.00999999977648,-0.00689098,0.01,2053
0.170046, -0.00999999977648,-0.00688852,0.01,2054
0.171979,  -0.0141421342269,-0.00688577,0.0141421,2055
0.173913,                -0,-0.00688274,0,2056
0.175847,  -0.0141421342269,-0.00687946,0.0141421,2057
0.17778,                -0,-0.00687595,0,2058
0.179714,                -0,-0.00687224,0,2059
0.181648,  -0.0141421342269,-0.00686834,0.0141421,2060
0.183581, -0.00999999977648,-0.00686427,0.01,2061
0.185515,                -0,-0.00686007,0,2062
0.187449,  -0.0141421342269,-0.00685574,0.0141421,2063
0.189382,  -0.0173205081373,-0.00685132,0.0173205,2064
0.191316,                -0,-0.00684682,0,2065
0.19325, -0.00999999977648,-0.00684226,0.01,2066
0.195183,                -0,-0.00683768,0,2067
0.197117, -0.00999999977648,-0.00683308,0.01,2068
0.199051,  -0.0173205081373,-0.0068285,0.0173205,2069
0.200984,                -0,-0.00682394,0,2070
0.202918,  -0.0141421342269,-0.00681943,0.0141421,2071
0.204852,                -0,-0.00681494,0,2072
0.206785,                -0,-0.00681046,0,2073
0.208719,                -0,-0.00680598,0,2074
0.210653,                -0,-0.00680149,0,2075
0.212586, -0.00999999977648,-0.00679697,0.01,2076
0.21452,  -0.0141421342269,-0.00679241,0.0141421,2077
0.216453,                -0,-0.0067878,0,2078
0.218387,                -0,-0.00678312,0,2079
0.220321, -0.00999999977648,-0.00677837,0.01,2080
0.222254,                -0,-0.00677352,0,2081
0.224188, -0.00999999977648,-0.00676857,0.01,2082
0.226122, -0.00999999977648,-0.0067635,0.01,2083
0.228055,  -0.0141421342269,-0.00675831,0.0141421,2084
0.229989,  -0.0141421342269,-0.00675297,0.0141421,2085
0.231923,                -0,-0.00674747,0,2086
0.233856, -0.00999999977648,-0.00674181,0.01,2087
0.23579, -0.00999999977648,-0.00673596,0.01,2088
0.237724, -0.00999999977648,-0.00672992,0.01,2089
0.239657,                -0,-0.00672367,0,2090
0.241591,                -0,-0.0067172,0,2091
0.243525,                -0,-0.0067105,0,2092
0.245458, -0.00999999977648,-0.00670356,0.01,2093
0.247392, -0.00999999977648,-0.00669635,0.01,2094
0.249326,                -0,-0.00668887,0,2095
0.251259, -0.00999999977648,-0.00668111,0.01,2096
0.253193, -0.00999999977648,-0.00667305,0.01,2097
0.255127, -0.00999999977648,-0.00666468,0.01,2098
0.25706, -0.00999999977648,-0.00665599,0.01,2099
0.258994,                -0,-0.00664696,0,2100
0.260928, -0.00999999977648,-0.00663758,0.01,2101
0.262861, -0.00999999977648,-0.00662784,0.01,2102
0.264795, -0.00999999977648,-0.00661772,0.01,2103
0.266729,                -0,-0.00660722,0,2104
0.268662, -0.00999999977648,-0.00659631,0.01,2105
0.270596,                -0,-0.006585,0,2106
0.272529,                -0,-0.00657325,0,2107
0.274463, -0.00999999977648,-0.00656107,0.01,2108
0.276397, -0.00999999977648,-0.00654843,0.01,2109
0.27833,                -0,-0.00653533,0,2110
0.280264,                -0,-0.00652175,0,2111
0.282198, -0.00999999977648,-0.00650768,0.01,2112
0.284131,                -0,-0.0064931,0,2113
0.286065, -0.00999999977648,-0.00647801,0.01,2114
0.287999, -0.00999999977648,-0.00646239,0.01,2115
0.289932,                -0,-0.00644623,0,2116
0.291866,                -0,-0.00642951,0,2117
0.2938,                -0,-0.00641222,0,2118
0.295733,                -0,-0.00639435,0,2119
0.297667,                -0,-0.00637589,0,2120
0.299601,                -0,-0.00635682,0,2121
0.301534,                -0,-0.00633713,0,2122
0.303468, -0.00999999977648,-0.00631685,0.01,2123
0.305402,                -0,-0.00629601,0,2124
0.307335, -0.00999999977648,-0.00627463,0.01,2125
0.309269,                -0,-0.00625276,0,2126
0.311203,                -0,-0.00623043,0,2127
0.313136,                -0,-0.00620767,0,2128
0.31507,  -0.0223606806248,-0.00618451,0.0223607,2129
0.317004, -0.00999999977648,-0.00616099,0.01,2130
0.318937, -0.00999999977648,-0.00613714,0.01,2131
0.320871, -0.00999999977648,-0.00611299,0.01,2132
0.322804,                -0,-0.00608858,0,2133
0.324738, -0.00999999977648,-0.00606394,0.01,2134
0.326672,                -0,-0.00603911,0,2135
0.328605,  -0.0141421342269,-0.00601411,0.0141421,2136
0.330539, -0.00999999977648,-0.00598899,0.01,2137
0.332473,  -0.0141421342269,-0.00596377,0.0141421,2138
0.334406,  -0.0141421342269,-0.00593849,0.0141421,2139
0.33634, -0.00999999977648,-0.00591317,0.01,2140
0.338274, -0.00999999977648,-0.00588787,0.01,2141
0.340207,                -0,-0.0058626,0,2142
0.342141, -0.00999999977648,-0.0058374,0.01,2143
0.344075, -0.00999999977648,-0.0058123,0.01,2144
0.346008,                -0,-0.00578735,0,2145
0.347942,                -0,-0.00576256,0,2146
0.349876,                -0,-0.00573798,0,2147
0.351809,                -0,-0.00571364,0,2148
0.353743, -0.00999999977648,-0.00568957,0.01,2149
0.355677,                -0,-0.00566581,0,2150
0.35761,                -0,-0.00564238,0,2151
0.359544,                -0,-0.00561932,0,2152
0.361478,                -0,-0.00559667,0,2153
0.363411,  -0.0173205081373,-0.00557446,0.0173205,2154
0.365345,                -0,-0.00555272,0,2155
0.367279,                -0,-0.00553148,0,2156
0.369212,  -0.0141421342269,-0.00551078,0.0141421,2157
0.371146,                -0,-0.00549066,0,2158
0.37308,                -0,-0.00547113,0,2159
0.375013, -0.00999999977648,-0.00545225,0.01,2160
0.376947, -0.00999999977648,-0.00543404,0.01,2161
0.37888,                -0,-0.00541653,0,2162
0.380814,                -0,-0.00539977,0,2163
0.382748, -0.00999999977648,-0.00538377,0.01,2164
0.384681, -0.00999999977648,-0.00536858,0.01,2165
0.386615,                -0,-0.00535423,0,2166
0.388549,                -0,-0.00534075,0,2167
0.390482,                -0,-0.00532818,0,2168
0.392416, -0.00999999977648,-0.00531654,0.01,2169
0.39435,                -0,-0.00530588,0,2170
0.396283,  -0.0173205081373,-0.00529622,0.0173205,2171
0.398217,                -0,-0.0052876,0,2172
0.400151, -0.00999999977648,-0.00528005,0.01,2173
0.402084,                -0,-0.0052736,0,2174
0.404018, -0.00999999977648,-0.00526822,0.01,2175
0.405952,                -0,-0.00526388,0,2176
0.407885, -0.00999999977648,-0.00526055,0.01,2177
0.409819,                -0,-0.00525821,0,2178
0.411753, -0.00999999977648,-0.00525682,0.01,2179
0.413686, -0.00999999977648,-0.00525637,0.01,2180
0.41562,                -0,-0.00525681,0,2181
0.417554, -0.00999999977648,-0.00525812,0.01,2182
0.419487, -0.00999999977648,-0.00526026,0.01,2183
0.421421,                -0,-0.00526322,0,2184
0.423355,                -0,-0.00526697,0,2185
0.425288,                -0,-0.00527146,0,2186
0.427222,                -0,-0.00527668,0,2187
0.429156,  -0.0141421342269,-0.0052826,0.0141421,2188
0.431089, -0.00999999977648,-0.00528918,0.01,2189
0.433023,                -0,-0.0052964,0,2190
0.434956,                -0,-0.00530423,0,2191
0.43689,                -0,-0.00531264,0,2192
0.438824, -0.00999999977648,-0.0053216,0.01,2193
0.440757,  -0.0173205081373,-0.00533108,0.0173205,2194
0.442691,                -0,-0.00534105,0,2195
0.444625,                -0,-0.00535149,0,2196
0.446558,                -0,-0.00536236,0,2197
0.448492, -0.00999999977648,-0.00537363,0.01,2198
0.450426,                -0,-0.00538529,0,2199
0.452359,                -0,-0.00539729,0,2200
0.454293, -0.00999999977648,-0.00540961,0.01,2201
0.456227,                -0,-0.00542222,0,2202
0.45816, -0.00999999977648,-0.0054351,0.01,2203
