Frequency,Theta
6.92489e-05,0.988607
6.92535e-05,0.989578
6.92582e-05,0.990012
6.92628e-05,0.989867
6.92674e-05,0.990096
6.9272e-05,0.990377
6.92766e-05,0.989942
6.92812e-05,0.989172
6.92858e-05,0.989388
6.92904e-05,0.989232
6.9295e-05,0.989326
6.92997e-05,0.989144
6.93043e-05,0.9889
6.93089e-05,0.989033
6.93135e-05,0.987953
6.93181e-05,0.988005
6.93227e-05,0.987815
6.93273e-05,0.986972
6.93319e-05,0.986459
6.93365e-05,0.987412
6.93412e-05,0.98714
6.93458e-05,0.987501
6.93504e-05,0.988798
6.9355e-05,0.987882
6.93596e-05,0.98775
6.93642e-05,0.987571
6.93688e-05,0.987854
6.93734e-05,0.986893
6.9378e-05,0.987112
6.93827e-05,0.988071
6.93873e-05,0.988573
6.93919e-05,0.987909
6.93965e-05,0.989223
6.94011e-05,0.989128
6.94057e-05,0.989752
6.94103e-05,0.989841
6.94149e-05,0.989594
6.94196e-05,0.990214
6.94242e-05,0.99008
6.94288e-05,0.990175
6.94334e-05,0.990234
6.9438e-05,0.990046
6.94426e-05,0.990916
6.94472e-05,0.991766
6.94518e-05,0.991158
6.94564e-05,0.991386
6.94611e-05,0.990573
6.94657e-05,0.989903
6.94703e-05,0.988912
6.94749e-05,0.989037
6.94795e-05,0.989246
6.94841e-05,0.988544
6.94887e-05,0.989288
6.94933e-05,0.989634
6.94979e-05,0.989715
6.95026e-05,0.989867
6.95072e-05,0.990026
6.95118e-05,0.990862
6.95164e-05,0.98982
6.9521e-05,0.989771
6.95256e-05,0.991236
6.95302e-05,0.990415
6.95348e-05,0.990165
6.95394e-05,0.990154
6.95441e-05,0.989279
6.95487e-05,0.989681
6.95533e-05,0.989172
6.95579e-05,0.988831
6.95625e-05,0.988541
6.95671e-05,0.987431
6.95717e-05,0.988417
6.95763e-05,0.988685
6.95809e-05,0.988213
6.95856e-05,0.988057
6.95902e-05,0.988905
6.95948e-05,0.988225
6.95994e-05,0.988045
6.9604e-05,0.988316
6.96086e-05,0.988712
6.96132e-05,0.98837
6.96178e-05,0.989239
6.96224e-05,0.988634
6.96271e-05,0.987757
6.96317e-05,0.987686
6.96363e-05,0.98915
6.96409e-05,0.990103
6.96455e-05,0.990557
6.96501e-05,0.990736
6.96547e-05,0.990981
6.96593e-05,0.991249
6.96639e-05,0.990744
6.96686e-05,0.99135
6.96732e-05,0.991353
6.96778e-05,0.991263
6.96824e-05,0.990691
6.9687e-05,0.991082
6.96916e-05,0.990129
6.96962e-05,0.988627
6.97008e-05,0.988263
6.97054e-05,0.987724
6.97101e-05,0.988969
6.97147e-05,0.988514
6.97193e-05,0.989147
6.97239e-05,0.989078
6.97285e-05,0.988478
6.97331e-05,0.989195
6.97377e-05,0.988544
6.97423e-05,0.988275
6.9747e-05,0.987861
6.97516e-05,0.988142
6.97562e-05,0.989426
6.97608e-05,0.989517
6.97654e-05,0.989419
6.977e-05,0.989169
6.97746e-05,0.988789
6.97792e-05,0.98944
6.97838e-05,0.990386
6.97885e-05,0.99003
6.97931e-05,0.989943
6.97977e-05,0.989983
6.98023e-05,0.990059
6.98069e-05,0.990101
6.98115e-05,0.989446
6.98161e-05,0.988619
6.98207e-05,0.988517
6.98253e-05,0.987559
6.983e-05,0.98843
6.98346e-05,0.987879
6.98392e-05,0.987725
6.98438e-05,0.98779
6.98484e-05,0.987153
6.9853e-05,0.988614
6.98576e-05,0.987574
6.98622e-05,0.98698
6.98668e-05,0.987589
6.98715e-05,0.988573
6.98761e-05,0.988235
6.98807e-05,0.988065
6.98853e-05,0.987798
6.98899e-05,0.986583
6.98945e-05,0.987566
6.98991e-05,0.98791
6.99037e-05,0.989023
6.99083e-05,0.988729
6.9913e-05,0.988279
6.99176e-05,0.988504
6.99222e-05,0.988691
6.99268e-05,0.987699
6.99314e-05,0.988002
6.9936e-05,0.986966
6.99406e-05,0.986157
6.99452e-05,0.986437
6.99498e-05,0.986565
6.99545e-05,0.98551
6.99591e-05,0.984692
6.99637e-05,0.984856
6.99683e-05,0.985814
6.99729e-05,0.985642
6.99775e-05,0.98651
6.99821e-05,0.985987
6.99867e-05,0.985431
6.99913e-05,0.984829
6.9996e-05,0.984559
7.00006e-05,0.983957
7.00052e-05,0.983515
7.00098e-05,0.982501
7.00144e-05,0.982669
7.0019e-05,0.983402
7.00236e-05,0.982025
7.00282e-05,0.9817
7.00329e-05,0.980534
7.00375e-05,0.980363
7.00421e-05,0.981522
7.00467e-05,0.981361
7.00513e-05,0.980912
7.00559e-05,0.981002
7.00605e-05,0.980958
7.00651e-05,0.981405
7.00697e-05,0.982179
7.00744e-05,0.981707
7.0079e-05,0.982672
7.00836e-05,0.982206
7.00882e-05,0.981937
7.00928e-05,0.98201
7.00974e-05,0.983325
7.0102e-05,0.983622
7.01066e-05,0.984129
7.01112e-05,0.984662
7.01159e-05,0.984428
7.01205e-05,0.984395
7.01251e-05,0.985463
7.01297e-05,0.984844
7.01343e-05,0.984782
7.01389e-05,0.98513
7.01435e-05,0.984977
7.01481e-05,0.986228
7.01527e-05,0.985301
7.01574e-05,0.986
7.0162e-05,0.986
7.01666e-05,0.985953
7.01712e-05,0.986086
7.01758e-05,0.985821
7.01804e-05,0.984545
7.0185e-05,0.984576
7.01896e-05,0.984402
7.01942e-05,0.985042
7.01989e-05,0.984874
7.02035e-05,0.98473
7.02081e-05,0.985419
7.02127e-05,0.985294
7.02173e-05,0.985031
7.02219e-05,0.985596
7.02265e-05,0.985726
7.02311e-05,0.986002
7.02357e-05,0.984772
7.02404e-05,0.985678
7.0245e-05,0.986529
7.02496e-05,0.987614
7.02542e-05,0.98715
7.02588e-05,0.987553
7.02634e-05,0.987449
7.0268e-05,0.987495
7.02726e-05,0.98728
7.02772e-05,0.988324
7.02819e-05,0.986934
7.02865e-05,0.986777
7.02911e-05,0.987275
7.02957e-05,0.986951
7.03003e-05,0.986713
7.03049e-05,0.98689
7.03095e-05,0.987729
7.03141e-05,0.986869
7.03187e-05,0.986738
7.03234e-05,0.985823
7.0328e-05,0.985574
7.03326e-05,0.984621
7.03372e-05,0.98481
7.03418e-05,0.985178
7.03464e-05,0.985301
7.0351e-05,0.986159
7.03556e-05,0.985314
7.03603e-05,0.983974
7.03649e-05,0.984138
7.03695e-05,0.98426
7.03741e-05,0.9828
7.03787e-05,0.983535
7.03833e-05,0.983483
7.03879e-05,0.983977
7.03925e-05,0.984481
7.03971e-05,0.985129
7.04018e-05,0.984608
7.04064e-05,0.985806
7.0411e-05,0.98634
7.04156e-05,0.986111
7.04202e-05,0.985981
7.04248e-05,0.985891
7.04294e-05,0.984535
7.0434e-05,0.984615
7.04386e-05,0.985588
7.04433e-05,0.985137
7.04479e-05,0.985557
7.04525e-05,0.985736
7.04571e-05,0.98586
7.04617e-05,0.985006
7.04663e-05,0.984801
7.04709e-05,0.984657
7.04755e-05,0.983852
7.04801e-05,0.983232
7.04848e-05,0.983055
7.04894e-05,0.982359
7.0494e-05,0.983342
7.04986e-05,0.982624
7.05032e-05,0.98265
7.05078e-05,0.983691
7.05124e-05,0.982549
7.0517e-05,0.983225
7.05216e-05,0.98273
7.05263e-05,0.983672
7.05309e-05,0.983386
7.05355e-05,0.98289
7.05401e-05,0.982637
7.05447e-05,0.982999
7.05493e-05,0.982661
7.05539e-05,0.983213
7.05585e-05,0.983355
7.05631e-05,0.983279
7.05678e-05,0.983362
7.05724e-05,0.984197
7.0577e-05,0.98485
7.05816e-05,0.985599
7.05862e-05,0.984166
7.05908e-05,0.985341
7.05954e-05,0.985668
7.06e-05,0.986371
7.06046e-05,0.986993
7.06093e-05,0.987203
7.06139e-05,0.987005
7.06185e-05,0.988119
7.06231e-05,0.987476
7.06277e-05,0.987826
7.06323e-05,0.987168
7.06369e-05,0.987448
7.06415e-05,0.988151
7.06461e-05,0.987907
7.06508e-05,0.987651
7.06554e-05,0.987039
7.066e-05,0.986689
7.06646e-05,0.986835
7.06692e-05,0.9866
7.06738e-05,0.986276
7.06784e-05,0.986269
7.0683e-05,0.987802
7.06877e-05,0.988165
7.06923e-05,0.988384
7.06969e-05,0.987681
7.07015e-05,0.98748
7.07061e-05,0.988146
7.07107e-05,0.988285
7.07153e-05,0.989891
7.07199e-05,0.989249
7.07245e-05,0.991037
7.07292e-05,0.990447
7.07338e-05,0.990719
7.07384e-05,0.990557
7.0743e-05,0.991153
7.07476e-05,0.992093
7.07522e-05,0.991772
7.07568e-05,0.991038
7.07614e-05,0.991587
7.0766e-05,0.991322
7.07707e-05,0.990783
7.07753e-05,0.991266
7.07799e-05,0.992149
7.07845e-05,0.992821
7.07891e-05,0.994058
7.07937e-05,0.993993
7.07983e-05,0.993788
7.08029e-05,0.993612
7.08075e-05,0.994072
7.08122e-05,0.993374
7.08168e-05,0.993159
7.08214e-05,0.993558
7.0826e-05,0.993016
7.08306e-05,0.993518
7.08352e-05,0.99313
7.08398e-05,0.992742
7.08444e-05,0.991894
7.0849e-05,0.991535
7.08537e-05,0.991893
7.08583e-05,0.992485
7.08629e-05,0.99083
7.08675e-05,0.991818
7.08721e-05,0.991976
7.08767e-05,0.992601
7.08813e-05,0.992275
7.08859e-05,0.992193
7.08905e-05,0.992631
7.08952e-05,0.9937
7.08998e-05,0.993626
7.09044e-05,0.993482
7.0909e-05,0.993631
7.09136e-05,0.993977
7.09182e-05,0.993641
7.09228e-05,0.992621
7.09274e-05,0.993447
7.0932e-05,0.994593
7.09367e-05,0.995063
7.09413e-05,0.993743
7.09459e-05,0.993036
7.09505e-05,0.992489
7.09551e-05,0.991634
7.09597e-05,0.990706
7.09643e-05,0.991593
7.09689e-05,0.993063
7.09735e-05,0.993212
7.09782e-05,0.993451
7.09828e-05,0.992554
7.09874e-05,0.9924
7.0992e-05,0.993259
7.09966e-05,0.994585
7.10012e-05,0.994539
7.10058e-05,0.994679
7.10104e-05,0.994451
7.10151e-05,0.994629
7.10197e-05,0.994034
7.10243e-05,0.991531
7.10289e-05,0.992391
7.10335e-05,0.9927
7.10381e-05,0.992701
7.10427e-05,0.991671
7.10473e-05,0.991219
7.10519e-05,0.990161
7.10566e-05,0.988892
7.10612e-05,0.989883
7.10658e-05,0.991271
7.10704e-05,0.993582
7.1075e-05,0.993786
7.10796e-05,0.994584
7.10842e-05,0.994233
7.10888e-05,0.994534
7.10934e-05,0.99514
7.10981e-05,0.995189
7.11027e-05,0.995389
7.11073e-05,0.996273
7.11119e-05,0.995964
7.11165e-05,0.995454
7.11211e-05,0.995583
7.11257e-05,0.995962
7.11303e-05,0.995041
7.11349e-05,0.995066
7.11396e-05,0.993529
7.11442e-05,0.99272
7.11488e-05,0.993455
7.11534e-05,0.992685
7.1158e-05,0.993778
7.11626e-05,0.994022
7.11672e-05,0.994352
7.11718e-05,0.994769
7.11764e-05,0.99421
7.11811e-05,0.994435
7.11857e-05,0.995031
7.11903e-05,0.995703
7.11949e-05,0.996058
7.11995e-05,0.995316
7.12041e-05,0.995912
7.12087e-05,0.996761
7.12133e-05,0.996957
7.12179e-05,0.996878
7.12226e-05,0.996901
7.12272e-05,0.996534
7.12318e-05,0.997249
7.12364e-05,0.994058
7.1241e-05,0.993985
7.12456e-05,0.993498
7.12502e-05,0.994624
7.12548e-05,0.995485
7.12594e-05,0.996298
7.12641e-05,0.995997
7.12687e-05,0.997643
7.12733e-05,0.997661
7.12779e-05,0.997857
7.12825e-05,0.998549
7.12871e-05,0.997827
7.12917e-05,0.997537
7.12963e-05,0.997692
7.13009e-05,0.997798
7.13056e-05,0.998706
7.13102e-05,0.997997
7.13148e-05,0.997802
7.13194e-05,0.997602
7.1324e-05,0.996628
7.13286e-05,0.996748
7.13332e-05,0.996049
7.13378e-05,0.99481
7.13425e-05,0.994488
7.13471e-05,0.994996
7.13517e-05,0.997037
7.13563e-05,0.997585
7.13609e-05,0.998103
7.13655e-05,0.998721
7.13701e-05,0.997399
7.13747e-05,0.998603
7.13793e-05,0.998941
7.1384e-05,0.998106
7.13886e-05,0.998554
7.13932e-05,0.998431
7.13978e-05,0.998815
7.14024e-05,0.99908
7.1407e-05,0.999188
7.14116e-05,0.99917
7.14162e-05,1.00003
7.14208e-05,0.999764
7.14255e-05,0.998448
7.14301e-05,0.998381
7.14347e-05,0.998817
7.14393e-05,0.998636
7.14439e-05,0.998595
7.14485e-05,0.999846
7.14531e-05,0.99911
7.14577e-05,0.999475
7.14623e-05,0.999022
7.1467e-05,0.999389
7.14716e-05,0.999631
7.14762e-05,0.99954
7.14808e-05,0.998636
7.14854e-05,0.998223
7.149e-05,0.998183
7.14946e-05,0.998963
7.14992e-05,1.00005
7.15038e-05,0.999097
7.15085e-05,0.997704
7.15131e-05,0.997035
7.15177e-05,0.996092
7.15223e-05,0.995842
7.15269e-05,0.995344
7.15315e-05,0.994903
7.15361e-05,0.994592
7.15407e-05,0.994366
7.15453e-05,0.995647
7.155e-05,0.995886
7.15546e-05,0.995933
7.15592e-05,0.996781
7.15638e-05,0.997651
7.15684e-05,0.996883
7.1573e-05,0.996874
7.15776e-05,0.995603
7.15822e-05,0.996042
7.15868e-05,0.996579
7.15915e-05,0.995929
7.15961e-05,0.996804
7.16007e-05,0.997037
7.16053e-05,0.997224
7.16099e-05,0.997366
7.16145e-05,0.997995
7.16191e-05,0.997854
7.16237e-05,0.996443
7.16283e-05,0.995971
7.1633e-05,0.996307
7.16376e-05,0.996062
7.16422e-05,0.99659
7.16468e-05,0.996055
7.16514e-05,0.996151
7.1656e-05,0.995825
7.16606e-05,0.995001
7.16652e-05,0.994635
7.16699e-05,0.995128
7.16745e-05,0.994502
7.16791e-05,0.995648
7.16837e-05,0.995621
7.16883e-05,0.995815
7.16929e-05,0.997196
7.16975e-05,0.997051
7.17021e-05,0.996903
7.17067e-05,0.996523
7.17114e-05,0.99738
7.1716e-05,0.997243
7.17206e-05,0.996194
7.17252e-05,0.996443
7.17298e-05,0.996421
7.17344e-05,0.996718
7.1739e-05,0.995924
7.17436e-05,0.996653
7.17482e-05,0.997042
7.17529e-05,0.997063
7.17575e-05,0.997592
7.17621e-05,0.997432
7.17667e-05,0.997984
7.17713e-05,0.997057
7.17759e-05,0.9974
7.17805e-05,0.997916
7.17851e-05,0.996636
7.17897e-05,0.997867
7.17944e-05,0.998025
7.1799e-05,0.99706
7.18036e-05,0.997583
7.18082e-05,0.998508
7.18128e-05,0.997223
7.18174e-05,0.99625
7.1822e-05,0.995917
7.18266e-05,0.996407
7.18312e-05,0.995311
7.18359e-05,0.996103
7.18405e-05,0.997197
7.18451e-05,0.997295
7.18497e-05,0.997493
7.18543e-05,0.99773
7.18589e-05,0.997003
7.18635e-05,0.997056
7.18681e-05,0.995667
7.18727e-05,0.996172
7.18774e-05,0.997614
7.1882e-05,0.997279
7.18866e-05,0.997289
7.18912e-05,0.997925
7.18958e-05,0.997366
7.19004e-05,0.998191
7.1905e-05,0.998215
7.19096e-05,0.99887
7.19142e-05,0.998985
7.19189e-05,0.999014
7.19235e-05,0.998729
7.19281e-05,0.998875
7.19327e-05,0.998597
7.19373e-05,0.999222
7.19419e-05,0.999308
7.19465e-05,0.998633
7.19511e-05,0.998043
7.19557e-05,0.997907
7.19604e-05,0.998318
7.1965e-05,0.996941
7.19696e-05,0.996791
7.19742e-05,0.997803
7.19788e-05,0.99847
7.19834e-05,0.997196
7.1988e-05,0.996973
7.19926e-05,0.997604
7.19973e-05,0.996865
7.20019e-05,0.997078
7.20065e-05,0.996939
7.20111e-05,0.9961
7.20157e-05,0.994455
7.20203e-05,0.995189
7.20249e-05,0.995711
7.20295e-05,0.996215
7.20341e-05,0.996588
7.20388e-05,0.996569
7.20434e-05,0.99648
7.2048e-05,0.995285
7.20526e-05,0.995277
7.20572e-05,0.995496
7.20618e-05,0.995061
7.20664e-05,0.99543
7.2071e-05,0.995499
7.20756e-05,0.995953
7.20803e-05,0.995683
7.20849e-05,0.995691
7.20895e-05,0.995936
7.20941e-05,0.994681
7.20987e-05,0.993785
7.21033e-05,0.993839
7.21079e-05,0.9943
7.21125e-05,0.993954
7.21171e-05,0.994318
7.21218e-05,0.995385
7.21264e-05,0.995121
7.2131e-05,0.995191
7.21356e-05,0.9956
7.21402e-05,0.994837
7.21448e-05,0.995046
7.21494e-05,0.995208
7.2154e-05,0.994801
7.21586e-05,0.994079
7.21633e-05,0.994592
7.21679e-05,0.994804
7.21725e-05,0.994453
7.21771e-05,0.994742
7.21817e-05,0.994439
7.21863e-05,0.995565
7.21909e-05,0.995639
7.21955e-05,0.995158
7.22001e-05,0.994424
7.22048e-05,0.994697
7.22094e-05,0.994304
7.2214e-05,0.995318
7.22186e-05,0.995352
7.22232e-05,0.995212
7.22278e-05,0.994645
7.22324e-05,0.994564
7.2237e-05,0.994102
7.22416e-05,0.993689
7.22463e-05,0.99396
7.22509e-05,0.994797
7.22555e-05,0.994695
7.22601e-05,0.995072
7.22647e-05,0.996031
7.22693e-05,0.995704
7.22739e-05,0.995148
7.22785e-05,0.995622
7.22831e-05,0.994272
7.22878e-05,0.994163
7.22924e-05,0.994773
7.2297e-05,0.994602
7.23016e-05,0.993916
7.23062e-05,0.994779
7.23108e-05,0.99577
7.23154e-05,0.996778
7.232e-05,0.997019
7.23247e-05,0.997381
7.23293e-05,0.996702
7.23339e-05,0.997256
7.23385e-05,0.996895
7.23431e-05,0.996129
7.23477e-05,0.995917
7.23523e-05,0.996584
7.23569e-05,0.997232
7.23615e-05,0.997986
7.23662e-05,0.99792
7.23708e-05,0.998047
7.23754e-05,0.997719
7.238e-05,0.997065
7.23846e-05,0.998395
7.23892e-05,0.998053
7.23938e-05,0.997943
7.23984e-05,0.999031
7.2403e-05,0.999726
7.24077e-05,1.00013
7.24123e-05,1.0004
7.24169e-05,1.00015
7.24215e-05,1.00002
7.24261e-05,0.998842
7.24307e-05,0.999109
7.24353e-05,0.998682
7.24399e-05,0.997181
7.24445e-05,0.997801
7.24492e-05,0.99905
7.24538e-05,0.99865
7.24584e-05,0.998649
7.2463e-05,0.997761
7.24676e-05,0.998878
7.24722e-05,0.996894
7.24768e-05,0.997417
7.24814e-05,0.997249
7.2486e-05,0.995139
7.24907e-05,0.995601
7.24953e-05,0.996209
7.24999e-05,0.99655
7.25045e-05,0.996737
7.25091e-05,0.996525
7.25137e-05,0.997087
7.25183e-05,0.997083
7.25229e-05,0.99639
7.25275e-05,0.997014
7.25322e-05,0.996729
7.25368e-05,0.996718
7.25414e-05,0.996883
7.2546e-05,0.997526
7.25506e-05,0.997943
7.25552e-05,0.99731
7.25598e-05,0.996595
7.25644e-05,0.995335
7.2569e-05,0.994811
7.25737e-05,0.99363
7.25783e-05,0.993443
7.25829e-05,0.992045
7.25875e-05,0.993737
7.25921e-05,0.99326
7.25967e-05,0.993404
7.26013e-05,0.994348
7.26059e-05,0.994308
7.26105e-05,0.994827
7.26152e-05,0.995435
7.26198e-05,0.994887
7.26244e-05,0.994978
7.2629e-05,0.994512
7.26336e-05,0.99466
7.26382e-05,0.994198
7.26428e-05,0.994513
7.26474e-05,0.994329
7.26521e-05,0.994568
7.26567e-05,0.994391
7.26613e-05,0.993803
7.26659e-05,0.993254
7.26705e-05,0.99294
7.26751e-05,0.992289
7.26797e-05,0.993413
7.26843e-05,0.99325
7.26889e-05,0.993135
7.26936e-05,0.994415
7.26982e-05,0.995863
7.27028e-05,0.995321
7.27074e-05,0.996351
7.2712e-05,0.995982
7.27166e-05,0.996383
7.27212e-05,0.995506
7.27258e-05,0.995275
7.27304e-05,0.995585
7.27351e-05,0.995471
7.27397e-05,0.995668
7.27443e-05,0.995603
7.27489e-05,0.995593
7.27535e-05,0.995609
7.27581e-05,0.993187
7.27627e-05,0.993525
7.27673e-05,0.992305
7.27719e-05,0.99266
7.27766e-05,0.992745
7.27812e-05,0.992352
7.27858e-05,0.992729
7.27904e-05,0.994376
7.2795e-05,0.99499
7.27996e-05,0.995382
7.28042e-05,0.995355
7.28088e-05,0.994881
7.28134e-05,0.995903
7.28181e-05,0.994477
7.28227e-05,0.994231
7.28273e-05,0.994639
7.28319e-05,0.994689
7.28365e-05,0.995295
7.28411e-05,0.995058
7.28457e-05,0.996158
7.28503e-05,0.995802
7.28549e-05,0.994928
7.28596e-05,0.995505
7.28642e-05,0.995738
7.28688e-05,0.995428
7.28734e-05,0.995914
7.2878e-05,0.995475
7.28826e-05,0.995558
7.28872e-05,0.996201
7.28918e-05,0.996383
7.28964e-05,0.996032
7.29011e-05,0.995739
7.29057e-05,0.995571
7.29103e-05,0.995358
7.29149e-05,0.994724
7.29195e-05,0.994734
7.29241e-05,0.99417
7.29287e-05,0.994482
7.29333e-05,0.994358
7.2938e-05,0.995266
7.29426e-05,0.9954
7.29472e-05,0.9953
7.29518e-05,0.994694
7.29564e-05,0.99406
7.2961e-05,0.993594
7.29656e-05,0.992294
7.29702e-05,0.991539
7.29748e-05,0.991745
7.29795e-05,0.992291
7.29841e-05,0.993402
7.29887e-05,0.994041
7.29933e-05,0.99342
7.29979e-05,0.994091
7.30025e-05,0.993736
7.30071e-05,0.991692
7.30117e-05,0.990938
7.30163e-05,0.990216
7.3021e-05,0.990737
7.30256e-05,0.990745
7.30302e-05,0.991063
7.30348e-05,0.991908
7.30394e-05,0.992085
7.3044e-05,0.992466
7.30486e-05,0.994003
7.30532e-05,0.992544
7.30578e-05,0.991512
7.30625e-05,0.99029
7.30671e-05,0.990277
7.30717e-05,0.990456
7.30763e-05,0.991018
7.30809e-05,0.992954
7.30855e-05,0.993143
7.30901e-05,0.993235
7.30947e-05,0.993068
7.30993e-05,0.9928
7.3104e-05,0.991793
7.31086e-05,0.992185
7.31132e-05,0.989647
7.31178e-05,0.990262
7.31224e-05,0.98991
7.3127e-05,0.989993
7.31316e-05,0.990683
7.31362e-05,0.989516
7.31408e-05,0.990252
7.31455e-05,0.989663
7.31501e-05,0.989348
7.31547e-05,0.989306
7.31593e-05,0.987548
7.31639e-05,0.987395
7.31685e-05,0.989318
7.31731e-05,0.989554
7.31777e-05,0.990852
7.31823e-05,0.990259
7.3187e-05,0.991685
7.31916e-05,0.993085
7.31962e-05,0.992433
7.32008e-05,0.9912
7.32054e-05,0.990135
7.321e-05,0.989514
7.32146e-05,0.989656
7.32192e-05,0.989733
7.32238e-05,0.989046
7.32285e-05,0.9902
7.32331e-05,0.990836
7.32377e-05,0.991233
7.32423e-05,0.99019
7.32469e-05,0.989951
7.32515e-05,0.987768
7.32561e-05,0.987654
7.32607e-05,0.98575
7.32654e-05,0.988147
7.327e-05,0.987714
7.32746e-05,0.989141
7.32792e-05,0.990573
7.32838e-05,0.990522
7.32884e-05,0.990972
7.3293e-05,0.991115
7.32976e-05,0.989462
7.33022e-05,0.988311
7.33069e-05,0.988375
7.33115e-05,0.989078
7.33161e-05,0.989524
7.33207e-05,0.991025
7.33253e-05,0.993269
7.33299e-05,0.992179
7.33345e-05,0.993531
7.33391e-05,0.993032
7.33437e-05,0.992881
7.33484e-05,0.991671
7.3353e-05,0.99173
7.33576e-05,0.992047
7.33622e-05,0.992027
7.33668e-05,0.991494
7.33714e-05,0.992823
7.3376e-05,0.992825
7.33806e-05,0.993252
7.33852e-05,0.993563
7.33899e-05,0.993313
7.33945e-05,0.992195
7.33991e-05,0.991211
7.34037e-05,0.990068
7.34083e-05,0.991184
7.34129e-05,0.990304
7.34175e-05,0.992471
7.34221e-05,0.99213
7.34267e-05,0.992065
7.34314e-05,0.992999
7.3436e-05,0.992314
7.34406e-05,0.991806
7.34452e-05,0.990817
7.34498e-05,0.991203
7.34544e-05,0.990466
7.3459e-05,0.990033
7.34636e-05,0.99247
7.34682e-05,0.993141
7.34729e-05,0.993269
7.34775e-05,0.993535
7.34821e-05,0.993385
7.34867e-05,0.993215
7.34913e-05,0.992107
7.34959e-05,0.992015
7.35005e-05,0.991412
7.35051e-05,0.989667
7.35097e-05,0.99131
7.35144e-05,0.991781
7.3519e-05,0.991043
7.35236e-05,0.992502
7.35282e-05,0.992982
7.35328e-05,0.993223
7.35374e-05,0.992478
7.3542e-05,0.991938
7.35466e-05,0.990416
7.35512e-05,0.99025
7.35559e-05,0.99104
7.35605e-05,0.992412
7.35651e-05,0.992397
7.35697e-05,0.993188
7.35743e-05,0.994186
7.35789e-05,0.993037
7.35835e-05,0.993425
7.35881e-05,0.992681
7.35928e-05,0.990627
7.35974e-05,0.989823
7.3602e-05,0.989628
7.36066e-05,0.990496
7.36112e-05,0.990589
7.36158e-05,0.99092
7.36204e-05,0.992412
7.3625e-05,0.993436
7.36296e-05,0.993679
7.36343e-05,0.993976
7.36389e-05,0.9928
7.36435e-05,0.991664
7.36481e-05,0.991648
7.36527e-05,0.99134
7.36573e-05,0.990515
7.36619e-05,0.991837
7.36665e-05,0.991697
7.36711e-05,0.992992
7.36758e-05,0.992056
7.36804e-05,0.992236
7.3685e-05,0.991854
7.36896e-05,0.991073
7.36942e-05,0.990819
7.36988e-05,0.991568
7.37034e-05,0.991208
7.3708e-05,0.990966
7.37126e-05,0.991121
7.37173e-05,0.992643
7.37219e-05,0.991272
7.37265e-05,0.990704
7.37311e-05,0.990851
7.37357e-05,0.989589
7.37403e-05,0.988091
7.37449e-05,0.989206
7.37495e-05,0.989102
7.37541e-05,0.988209
7.37588e-05,0.990172
7.37634e-05,0.990527
7.3768e-05,0.991529
7.37726e-05,0.991405
7.37772e-05,0.99043
7.37818e-05,0.990116
7.37864e-05,0.98918
7.3791e-05,0.988149
7.37956e-05,0.989383
7.38003e-05,0.988213
7.38049e-05,0.989252
7.38095e-05,0.99096
7.38141e-05,0.992725
7.38187e-05,0.993817
7.38233e-05,0.994162
7.38279e-05,0.993825
7.38325e-05,0.993619
7.38371e-05,0.992553
7.38418e-05,0.993018
7.38464e-05,0.991822
7.3851e-05,0.991584
7.38556e-05,0.993069
7.38602e-05,0.994313
7.38648e-05,0.995103
7.38694e-05,0.995441
7.3874e-05,0.994354
7.38786e-05,0.994331
7.38833e-05,0.993989
7.38879e-05,0.993458
7.38925e-05,0.991605
7.38971e-05,0.98972
7.39017e-05,0.991961
7.39063e-05,0.99176
7.39109e-05,0.993568
7.39155e-05,0.99478
7.39202e-05,0.993741
7.39248e-05,0.993643
7.39294e-05,0.992688
7.3934e-05,0.992787
7.39386e-05,0.994277
7.39432e-05,0.994597
7.39478e-05,0.995196
7.39524e-05,0.994824
7.3957e-05,0.995388
7.39617e-05,0.995715
7.39663e-05,0.995765
7.39709e-05,0.995354
7.39755e-05,0.994286
7.39801e-05,0.993457
7.39847e-05,0.992685
7.39893e-05,0.992358
7.39939e-05,0.992676
7.39985e-05,0.994226
7.40032e-05,0.994158
7.40078e-05,0.995725
7.40124e-05,0.996321
7.4017e-05,0.996163
7.40216e-05,0.995138
7.40262e-05,0.995565
7.40308e-05,0.995421
7.40354e-05,0.996168
7.404e-05,0.996108
7.40447e-05,0.99667
7.40493e-05,0.996031
7.40539e-05,0.996843
7.40585e-05,0.996997
7.40631e-05,0.996488
7.40677e-05,0.996601
7.40723e-05,0.995214
7.40769e-05,0.993671
7.40815e-05,0.993262
7.40862e-05,0.993719
7.40908e-05,0.994771
7.40954e-05,0.993105
7.41e-05,0.99489
7.41046e-05,0.995242
7.41092e-05,0.996449
7.41138e-05,0.996153
7.41184e-05,0.994885
7.4123e-05,0.995034
7.41277e-05,0.995319
7.41323e-05,0.995561
7.41369e-05,0.995793
7.41415e-05,0.995641
7.41461e-05,0.995779
7.41507e-05,0.996193
7.41553e-05,0.996191
7.41599e-05,0.99635
7.41645e-05,0.995695
7.41692e-05,0.995637
7.41738e-05,0.994228
7.41784e-05,0.994295
7.4183e-05,0.995026
7.41876e-05,0.993955
7.41922e-05,0.992789
7.41968e-05,0.993781
7.42014e-05,0.9932
7.4206e-05,0.993382
7.42107e-05,0.993405
