Frequency,Theta
3.38713e-05,0.992712
3.38759e-05,0.991895
3.38805e-05,0.992409
3.38851e-05,0.992875
3.38897e-05,0.992129
3.38943e-05,0.991784
3.38989e-05,0.992186
3.39035e-05,0.992213
3.39082e-05,0.992534
3.39128e-05,0.991394
3.39174e-05,0.991466
3.3922e-05,0.992149
3.39266e-05,0.992831
3.39312e-05,0.993507
3.39358e-05,0.993734
3.39404e-05,0.993769
3.39451e-05,0.994567
3.39497e-05,0.994058
3.39543e-05,0.994604
3.39589e-05,0.993963
3.39635e-05,0.993465
3.39681e-05,0.993218
3.39727e-05,0.993272
3.39773e-05,0.993786
3.39819e-05,0.993468
3.39866e-05,0.993435
3.39912e-05,0.994259
3.39958e-05,0.994158
3.40004e-05,0.994733
3.4005e-05,0.994058
3.40096e-05,0.993756
3.40142e-05,0.993787
3.40188e-05,0.993895
3.40234e-05,0.993682
3.40281e-05,0.994082
3.40327e-05,0.994269
3.40373e-05,0.994296
3.40419e-05,0.993968
3.40465e-05,0.99481
3.40511e-05,0.994711
3.40557e-05,0.994194
3.40603e-05,0.994674
3.40649e-05,0.993467
3.40696e-05,0.993135
3.40742e-05,0.993462
3.40788e-05,0.993972
3.40834e-05,0.994593
3.4088e-05,0.994885
3.40926e-05,0.995745
3.40972e-05,0.995396
3.41018e-05,0.995096
3.41064e-05,0.994171
3.41111e-05,0.994024
3.41157e-05,0.993561
3.41203e-05,0.993561
3.41249e-05,0.993995
3.41295e-05,0.993943
3.41341e-05,0.993476
3.41387e-05,0.993933
3.41433e-05,0.99488
3.41479e-05,0.994828
3.41526e-05,0.994158
3.41572e-05,0.994188
3.41618e-05,0.993486
3.41664e-05,0.992175
3.4171e-05,0.992554
3.41756e-05,0.993631
3.41802e-05,0.993618
3.41848e-05,0.994286
3.41894e-05,0.994569
3.41941e-05,0.994445
3.41987e-05,0.994599
3.42033e-05,0.994993
3.42079e-05,0.99437
3.42125e-05,0.994336
3.42171e-05,0.995081
3.42217e-05,0.995404
3.42263e-05,0.995353
3.4231e-05,0.994442
3.42356e-05,0.994242
3.42402e-05,0.99489
3.42448e-05,0.99489
3.42494e-05,0.994358
3.4254e-05,0.993773
3.42586e-05,0.992421
3.42632e-05,0.992247
3.42678e-05,0.991678
3.42725e-05,0.992855
3.42771e-05,0.992955
3.42817e-05,0.992907
3.42863e-05,0.992666
3.42909e-05,0.992598
3.42955e-05,0.993667
3.43001e-05,0.993099
3.43047e-05,0.992133
3.43093e-05,0.992564
3.4314e-05,0.993311
3.43186e-05,0.994337
3.43232e-05,0.993757
3.43278e-05,0.993751
3.43324e-05,0.993944
3.4337e-05,0.993114
3.43416e-05,0.993116
3.43462e-05,0.993053
3.43508e-05,0.992518
3.43555e-05,0.990907
3.43601e-05,0.99113
3.43647e-05,0.99113
3.43693e-05,0.99117
3.43739e-05,0.989665
3.43785e-05,0.99105
3.43831e-05,0.991598
3.43877e-05,0.990443
3.43923e-05,0.989842
3.4397e-05,0.989842
3.44016e-05,0.989952
3.44062e-05,0.989209
3.44108e-05,0.989763
3.44154e-05,0.989458
3.442e-05,0.989379
3.44246e-05,0.989637
3.44292e-05,0.989626
3.44338e-05,0.98975
3.44385e-05,0.990967
3.44431e-05,0.991787
3.44477e-05,0.991401
3.44523e-05,0.991103
3.44569e-05,0.991375
3.44615e-05,0.991401
3.44661e-05,0.991711
3.44707e-05,0.991505
3.44753e-05,0.992558
3.448e-05,0.992488
3.44846e-05,0.992493
3.44892e-05,0.991538
3.44938e-05,0.992413
3.44984e-05,0.992134
3.4503e-05,0.992111
3.45076e-05,0.992149
3.45122e-05,0.99225
3.45168e-05,0.991625
3.45215e-05,0.99211
3.45261e-05,0.991702
3.45307e-05,0.991085
3.45353e-05,0.991436
3.45399e-05,0.992601
3.45445e-05,0.992798
3.45491e-05,0.992297
3.45537e-05,0.99212
3.45584e-05,0.992534
3.4563e-05,0.992365
3.45676e-05,0.992713
3.45722e-05,0.993337
3.45768e-05,0.992441
3.45814e-05,0.991948
3.4586e-05,0.991574
3.45906e-05,0.991608
3.45952e-05,0.990847
3.45999e-05,0.992509
3.46045e-05,0.992131
3.46091e-05,0.99228
3.46137e-05,0.993258
3.46183e-05,0.993232
3.46229e-05,0.993003
3.46275e-05,0.992353
3.46321e-05,0.992949
3.46367e-05,0.992932
3.46414e-05,0.992479
3.4646e-05,0.99235
3.46506e-05,0.992642
3.46552e-05,0.992371
3.46598e-05,0.992696
3.46644e-05,0.99232
3.4669e-05,0.993377
3.46736e-05,0.992641
3.46782e-05,0.991498
3.46829e-05,0.992121
3.46875e-05,0.992903
3.46921e-05,0.992823
3.46967e-05,0.992806
3.47013e-05,0.992472
3.47059e-05,0.992966
3.47105e-05,0.993533
3.47151e-05,0.992962
3.47197e-05,0.993642
3.47244e-05,0.992558
3.4729e-05,0.99241
3.47336e-05,0.991564
3.47382e-05,0.991363
3.47428e-05,0.990809
3.47474e-05,0.990546
3.4752e-05,0.991141
3.47566e-05,0.990747
3.47612e-05,0.990663
3.47659e-05,0.990922
3.47705e-05,0.989891
3.47751e-05,0.990311
3.47797e-05,0.99115
3.47843e-05,0.991252
3.47889e-05,0.990261
3.47935e-05,0.991109
3.47981e-05,0.990756
3.48027e-05,0.988774
3.48074e-05,0.988533
3.4812e-05,0.988914
3.48166e-05,0.988558
3.48212e-05,0.987527
3.48258e-05,0.987694
3.48304e-05,0.98771
3.4835e-05,0.986891
3.48396e-05,0.985264
3.48442e-05,0.985341
3.48489e-05,0.985643
3.48535e-05,0.985041
3.48581e-05,0.98316
3.48627e-05,0.983171
3.48673e-05,0.983023
3.48719e-05,0.983402
3.48765e-05,0.981996
3.48811e-05,0.982037
3.48858e-05,0.982993
3.48904e-05,0.982309
3.4895e-05,0.981941
3.48996e-05,0.981134
3.49042e-05,0.981952
3.49088e-05,0.982744
3.49134e-05,0.981552
3.4918e-05,0.981826
3.49226e-05,0.982791
3.49273e-05,0.983987
3.49319e-05,0.983516
3.49365e-05,0.983557
3.49411e-05,0.984054
3.49457e-05,0.984721
3.49503e-05,0.98573
3.49549e-05,0.985784
3.49595e-05,0.985835
3.49641e-05,0.986483
3.49688e-05,0.98666
3.49734e-05,0.986076
3.4978e-05,0.987677
3.49826e-05,0.987077
3.49872e-05,0.987039
3.49918e-05,0.985925
3.49964e-05,0.987331
3.5001e-05,0.987319
3.50056e-05,0.988209
3.50103e-05,0.987578
3.50149e-05,0.988917
3.50195e-05,0.989069
3.50241e-05,0.988497
3.50287e-05,0.988299
3.50333e-05,0.98749
3.50379e-05,0.988322
3.50425e-05,0.98787
3.50471e-05,0.987288
3.50518e-05,0.987928
3.50564e-05,0.988778
3.5061e-05,0.988308
3.50656e-05,0.988278
3.50702e-05,0.988713
3.50748e-05,0.988523
3.50794e-05,0.98833
3.5084e-05,0.98828
3.50886e-05,0.988161
3.50933e-05,0.98766
3.50979e-05,0.987562
3.51025e-05,0.988349
3.51071e-05,0.989228
3.51117e-05,0.989328
3.51163e-05,0.990255
3.51209e-05,0.990968
3.51255e-05,0.990978
3.51301e-05,0.990574
3.51348e-05,0.991054
3.51394e-05,0.991156
3.5144e-05,0.992115
3.51486e-05,0.992223
3.51532e-05,0.992719
3.51578e-05,0.992888
3.51624e-05,0.992848
3.5167e-05,0.992441
3.51716e-05,0.992757
3.51763e-05,0.993062
3.51809e-05,0.99293
3.51855e-05,0.994217
3.51901e-05,0.993787
3.51947e-05,0.994524
3.51993e-05,0.994483
3.52039e-05,0.994478
3.52085e-05,0.994364
3.52132e-05,0.994716
3.52178e-05,0.994776
3.52224e-05,0.994696
3.5227e-05,0.995479
3.52316e-05,0.995416
3.52362e-05,0.994766
3.52408e-05,0.994581
3.52454e-05,0.99466
3.525e-05,0.994171
3.52547e-05,0.994795
3.52593e-05,0.994532
3.52639e-05,0.995902
3.52685e-05,0.995539
3.52731e-05,0.995701
3.52777e-05,0.995417
3.52823e-05,0.996056
3.52869e-05,0.99653
3.52915e-05,0.996522
3.52962e-05,0.996259
3.53008e-05,0.996383
3.53054e-05,0.995771
3.531e-05,0.996242
3.53146e-05,0.996035
3.53192e-05,0.996118
3.53238e-05,0.995342
3.53284e-05,0.9946
3.5333e-05,0.99434
3.53377e-05,0.994414
3.53423e-05,0.994238
3.53469e-05,0.99451
3.53515e-05,0.99437
3.53561e-05,0.993648
3.53607e-05,0.993791
3.53653e-05,0.994182
3.53699e-05,0.994901
3.53745e-05,0.994478
3.53792e-05,0.993951
3.53838e-05,0.993508
3.53884e-05,0.993326
3.5393e-05,0.993282
3.53976e-05,0.992692
3.54022e-05,0.992771
3.54068e-05,0.992747
3.54114e-05,0.993281
3.5416e-05,0.993523
3.54207e-05,0.993494
3.54253e-05,0.993194
3.54299e-05,0.993821
3.54345e-05,0.993118
3.54391e-05,0.992592
3.54437e-05,0.992297
3.54483e-05,0.993168
3.54529e-05,0.993284
3.54575e-05,0.99353
3.54622e-05,0.993195
3.54668e-05,0.993586
3.54714e-05,0.99395
3.5476e-05,0.994529
3.54806e-05,0.994406
3.54852e-05,0.994953
3.54898e-05,0.994926
3.54944e-05,0.995356
3.5499e-05,0.995782
3.55037e-05,0.996165
3.55083e-05,0.996216
3.55129e-05,0.995835
3.55175e-05,0.996779
3.55221e-05,0.996258
3.55267e-05,0.996479
3.55313e-05,0.996419
3.55359e-05,0.995443
3.55406e-05,0.99614
3.55452e-05,0.996606
3.55498e-05,0.997084
3.55544e-05,0.997623
3.5559e-05,0.997313
3.55636e-05,0.997049
3.55682e-05,0.997207
3.55728e-05,0.997058
3.55774e-05,0.996474
3.55821e-05,0.995501
3.55867e-05,0.99518
3.55913e-05,0.996155
3.55959e-05,0.996397
3.56005e-05,0.997005
3.56051e-05,0.997458
3.56097e-05,0.997321
3.56143e-05,0.997674
3.56189e-05,0.99725
3.56236e-05,0.996923
3.56282e-05,0.997163
3.56328e-05,0.996417
3.56374e-05,0.996204
3.5642e-05,0.996895
3.56466e-05,0.997625
3.56512e-05,0.998312
3.56558e-05,0.997552
3.56604e-05,0.998051
3.56651e-05,0.997986
3.56697e-05,0.997687
3.56743e-05,0.997383
3.56789e-05,0.997382
3.56835e-05,0.997088
3.56881e-05,0.997604
3.56927e-05,0.9982
3.56973e-05,0.9986
3.57019e-05,0.998238
3.57066e-05,0.99843
3.57112e-05,0.998361
3.57158e-05,0.998468
3.57204e-05,0.997752
3.5725e-05,0.998102
3.57296e-05,0.997574
3.57342e-05,0.99752
3.57388e-05,0.998233
3.57434e-05,0.999015
3.57481e-05,0.999099
3.57527e-05,0.999018
3.57573e-05,0.99951
3.57619e-05,0.999609
3.57665e-05,0.998906
3.57711e-05,0.998703
3.57757e-05,0.997837
3.57803e-05,0.997573
3.57849e-05,0.998329
3.57896e-05,0.998412
3.57942e-05,0.999269
3.57988e-05,0.998198
3.58034e-05,0.99851
3.5808e-05,0.9984
3.58126e-05,0.997599
3.58172e-05,0.997586
3.58218e-05,0.997959
3.58264e-05,0.996847
3.58311e-05,0.997886
3.58357e-05,0.998516
3.58403e-05,0.998617
3.58449e-05,0.998973
3.58495e-05,0.998567
3.58541e-05,0.998787
3.58587e-05,0.998091
3.58633e-05,0.997216
3.5868e-05,0.997169
3.58726e-05,0.996337
3.58772e-05,0.99647
3.58818e-05,0.995423
3.58864e-05,0.995593
3.5891e-05,0.99617
3.58956e-05,0.995701
3.59002e-05,0.99628
3.59048e-05,0.995876
3.59095e-05,0.994816
3.59141e-05,0.995213
3.59187e-05,0.994357
3.59233e-05,0.993548
3.59279e-05,0.993878
3.59325e-05,0.995277
3.59371e-05,0.995883
3.59417e-05,0.996881
3.59463e-05,0.996583
3.5951e-05,0.997432
3.59556e-05,0.997794
3.59602e-05,0.997491
3.59648e-05,0.996669
3.59694e-05,0.997257
3.5974e-05,0.997581
3.59786e-05,0.997475
3.59832e-05,0.998027
3.59878e-05,0.99752
3.59925e-05,0.997883
3.59971e-05,0.997288
3.60017e-05,0.995514
3.60063e-05,0.995048
3.60109e-05,0.995181
3.60155e-05,0.995976
3.60201e-05,0.994814
3.60247e-05,0.996069
3.60293e-05,0.996347
3.6034e-05,0.996986
3.60386e-05,0.996582
3.60432e-05,0.996955
3.60478e-05,0.996749
3.60524e-05,0.996135
3.6057e-05,0.996063
3.60616e-05,0.995602
3.60662e-05,0.995238
3.60708e-05,0.995633
3.60755e-05,0.995078
3.60801e-05,0.995984
3.60847e-05,0.996252
3.60893e-05,0.996017
3.60939e-05,0.99581
3.60985e-05,0.99391
3.61031e-05,0.994368
3.61077e-05,0.995159
3.61123e-05,0.994561
3.6117e-05,0.993691
3.61216e-05,0.99451
3.61262e-05,0.994099
3.61308e-05,0.994298
3.61354e-05,0.995214
3.614e-05,0.995869
3.61446e-05,0.995632
3.61492e-05,0.994788
3.61538e-05,0.993506
3.61585e-05,0.993486
3.61631e-05,0.993488
3.61677e-05,0.993939
3.61723e-05,0.994377
3.61769e-05,0.993951
3.61815e-05,0.995169
3.61861e-05,0.994988
3.61907e-05,0.994358
3.61954e-05,0.993881
3.62e-05,0.994171
3.62046e-05,0.9943
3.62092e-05,0.993924
3.62138e-05,0.994745
3.62184e-05,0.995016
3.6223e-05,0.994347
3.62276e-05,0.994386
3.62322e-05,0.994599
3.62369e-05,0.995213
3.62415e-05,0.99476
3.62461e-05,0.994731
3.62507e-05,0.994087
3.62553e-05,0.993597
3.62599e-05,0.992749
3.62645e-05,0.991823
3.62691e-05,0.991543
3.62737e-05,0.991905
3.62784e-05,0.992538
3.6283e-05,0.991773
3.62876e-05,0.990795
3.62922e-05,0.992119
3.62968e-05,0.991716
3.63014e-05,0.990664
3.6306e-05,0.991548
3.63106e-05,0.993018
3.63152e-05,0.993318
3.63199e-05,0.994023
3.63245e-05,0.994455
3.63291e-05,0.994615
3.63337e-05,0.994278
3.63383e-05,0.992711
3.63429e-05,0.991491
3.63475e-05,0.992189
3.63521e-05,0.992296
3.63567e-05,0.991162
3.63614e-05,0.989749
3.6366e-05,0.98868
3.63706e-05,0.990641
3.63752e-05,0.989827
3.63798e-05,0.989652
3.63844e-05,0.990182
3.6389e-05,0.990539
3.63936e-05,0.988943
3.63982e-05,0.988319
3.64029e-05,0.989443
3.64075e-05,0.990082
3.64121e-05,0.991384
3.64167e-05,0.991981
3.64213e-05,0.992169
3.64259e-05,0.991289
3.64305e-05,0.992038
3.64351e-05,0.992452
3.64397e-05,0.992477
3.64444e-05,0.99181
3.6449e-05,0.991528
3.64536e-05,0.990863
3.64582e-05,0.991204
3.64628e-05,0.991898
3.64674e-05,0.989713
3.6472e-05,0.990605
3.64766e-05,0.990882
3.64812e-05,0.991378
3.64859e-05,0.990774
3.64905e-05,0.98929
3.64951e-05,0.989183
3.64997e-05,0.989886
3.65043e-05,0.991304
3.65089e-05,0.992833
3.65135e-05,0.993041
3.65181e-05,0.993344
3.65228e-05,0.992582
3.65274e-05,0.993816
3.6532e-05,0.993446
3.65366e-05,0.993287
3.65412e-05,0.992567
3.65458e-05,0.991718
3.65504e-05,0.990499
3.6555e-05,0.990504
3.65596e-05,0.990761
3.65643e-05,0.990474
3.65689e-05,0.990104
3.65735e-05,0.990208
3.65781e-05,0.991549
3.65827e-05,0.991585
3.65873e-05,0.990797
3.65919e-05,0.989139
3.65965e-05,0.989709
3.66011e-05,0.990532
3.66058e-05,0.991657
3.66104e-05,0.990684
3.6615e-05,0.989244
3.66196e-05,0.989298
3.66242e-05,0.990316
3.66288e-05,0.992189
3.66334e-05,0.990957
3.6638e-05,0.9893
3.66426e-05,0.990467
3.66473e-05,0.990388
3.66519e-05,0.990212
3.66565e-05,0.993409
3.66611e-05,0.992601
3.66657e-05,0.993078
3.66703e-05,0.992962
3.66749e-05,0.99451
3.66795e-05,0.9942
3.66841e-05,0.993289
3.66888e-05,0.993185
3.66934e-05,0.994679
3.6698e-05,0.996019
3.67026e-05,0.995639
3.67072e-05,0.995612
3.67118e-05,0.994211
3.67164e-05,0.993497
3.6721e-05,0.995015
3.67256e-05,0.995474
3.67303e-05,0.994654
3.67349e-05,0.993756
3.67395e-05,0.994476
3.67441e-05,0.993267
3.67487e-05,0.993257
3.67533e-05,0.994394
3.67579e-05,0.992207
3.67625e-05,0.992402
3.67671e-05,0.993051
3.67718e-05,0.994649
3.67764e-05,0.992505
3.6781e-05,0.992157
3.67856e-05,0.990598
3.67902e-05,0.992966
3.67948e-05,0.992314
3.67994e-05,0.994488
3.6804e-05,0.994915
3.68087e-05,0.993611
3.68133e-05,0.993266
3.68179e-05,0.993705
3.68225e-05,0.99421
3.68271e-05,0.993213
3.68317e-05,0.992009
3.68363e-05,0.992067
3.68409e-05,0.99208
3.68455e-05,0.992065
3.68502e-05,0.992267
3.68548e-05,0.991386
3.68594e-05,0.99025
3.6864e-05,0.992509
3.68686e-05,0.993302
3.68732e-05,0.992573
3.68778e-05,0.993239
3.68824e-05,0.992436
3.6887e-05,0.992571
3.68917e-05,0.992355
3.68963e-05,0.993931
3.69009e-05,0.992779
3.69055e-05,0.992179
3.69101e-05,0.99285
3.69147e-05,0.993435
3.69193e-05,0.993369
3.69239e-05,0.992726
3.69285e-05,0.99157
3.69332e-05,0.992996
3.69378e-05,0.993249
3.69424e-05,0.9939
3.6947e-05,0.993695
3.69516e-05,0.993073
3.69562e-05,0.994085
3.69608e-05,0.994378
3.69654e-05,0.994111
3.697e-05,0.99339
3.69747e-05,0.992499
3.69793e-05,0.993281
3.69839e-05,0.993647
3.69885e-05,0.995542
3.69931e-05,0.995035
3.69977e-05,0.993839
3.70023e-05,0.993538
3.70069e-05,0.99345
3.70115e-05,0.994545
3.70162e-05,0.994741
3.70208e-05,0.993588
3.70254e-05,0.992289
3.703e-05,0.992857
3.70346e-05,0.99359
3.70392e-05,0.994075
3.70438e-05,0.993383
3.70484e-05,0.992137
3.7053e-05,0.991493
3.70577e-05,0.991519
3.70623e-05,0.992195
3.70669e-05,0.992423
3.70715e-05,0.991749
3.70761e-05,0.991398
3.70807e-05,0.991888
3.70853e-05,0.992478
3.70899e-05,0.992866
3.70945e-05,0.992301
3.70992e-05,0.992267
3.71038e-05,0.992303
3.71084e-05,0.99199
3.7113e-05,0.990921
3.71176e-05,0.99077
3.71222e-05,0.990264
3.71268e-05,0.991231
3.71314e-05,0.991415
3.71361e-05,0.992987
3.71407e-05,0.993015
3.71453e-05,0.992915
3.71499e-05,0.993253
3.71545e-05,0.994186
3.71591e-05,0.994677
3.71637e-05,0.994662
3.71683e-05,0.994073
3.71729e-05,0.994154
3.71776e-05,0.995603
3.71822e-05,0.995828
3.71868e-05,0.99679
3.71914e-05,0.996555
3.7196e-05,0.996835
3.72006e-05,0.996445
3.72052e-05,0.99668
3.72098e-05,0.995408
3.72144e-05,0.995226
3.72191e-05,0.995954
3.72237e-05,0.995712
3.72283e-05,0.996004
3.72329e-05,0.995621
3.72375e-05,0.994754
3.72421e-05,0.994237
3.72467e-05,0.993888
3.72513e-05,0.994423
3.72559e-05,0.994483
3.72606e-05,0.993056
3.72652e-05,0.993738
3.72698e-05,0.993094
3.72744e-05,0.993895
3.7279e-05,0.995002
3.72836e-05,0.995018
3.72882e-05,0.995137
3.72928e-05,0.995616
3.72974e-05,0.99544
3.73021e-05,0.995126
3.73067e-05,0.994397
3.73113e-05,0.994275
3.73159e-05,0.994174
3.73205e-05,0.994355
3.73251e-05,0.994747
3.73297e-05,0.994905
3.73343e-05,0.995141
3.73389e-05,0.995566
3.73436e-05,0.995097
3.73482e-05,0.99524
3.73528e-05,0.99417
3.73574e-05,0.994285
3.7362e-05,0.994593
3.73666e-05,0.992996
3.73712e-05,0.99461
3.73758e-05,0.994385
3.73804e-05,0.99375
3.73851e-05,0.9939
3.73897e-05,0.99467
3.73943e-05,0.994764
3.73989e-05,0.993522
3.74035e-05,0.993181
3.74081e-05,0.993484
3.74127e-05,0.993271
3.74173e-05,0.994496
3.74219e-05,0.995388
3.74266e-05,0.996269
3.74312e-05,0.996728
3.74358e-05,0.996075
3.74404e-05,0.99702
3.7445e-05,0.995344
3.74496e-05,0.995458
3.74542e-05,0.99458
3.74588e-05,0.994719
3.74635e-05,0.995287
3.74681e-05,0.99534
3.74727e-05,0.995025
3.74773e-05,0.995606
3.74819e-05,0.995311
3.74865e-05,0.995034
3.74911e-05,0.9944
3.74957e-05,0.993072
3.75003e-05,0.99162
3.7505e-05,0.992443
3.75096e-05,0.992811
3.75142e-05,0.994904
3.75188e-05,0.994821
3.75234e-05,0.995402
3.7528e-05,0.994901
3.75326e-05,0.994785
3.75372e-05,0.994862
3.75418e-05,0.994592
3.75465e-05,0.99463
3.75511e-05,0.993444
3.75557e-05,0.993581
3.75603e-05,0.993653
3.75649e-05,0.99351
3.75695e-05,0.99363
3.75741e-05,0.992845
3.75787e-05,0.992672
3.75833e-05,0.992577
3.7588e-05,0.991278
3.75926e-05,0.991396
3.75972e-05,0.99056
3.76018e-05,0.991556
3.76064e-05,0.991524
3.7611e-05,0.992666
3.76156e-05,0.9926
3.76202e-05,0.992213
3.76248e-05,0.990837
3.76295e-05,0.992037
3.76341e-05,0.991607
3.76387e-05,0.990992
3.76433e-05,0.989842
3.76479e-05,0.990357
3.76525e-05,0.989313
3.76571e-05,0.991292
3.76617e-05,0.991654
3.76663e-05,0.993255
3.7671e-05,0.99286
3.76756e-05,0.993022
3.76802e-05,0.993194
3.76848e-05,0.992915
3.76894e-05,0.992521
3.7694e-05,0.993289
3.76986e-05,0.99315
3.77032e-05,0.993113
3.77078e-05,0.992685
3.77125e-05,0.992578
3.77171e-05,0.991859
3.77217e-05,0.991594
3.77263e-05,0.992066
3.77309e-05,0.991151
3.77355e-05,0.990204
3.77401e-05,0.990999
3.77447e-05,0.990493
3.77493e-05,0.990451
3.7754e-05,0.992588
3.77586e-05,0.99259
3.77632e-05,0.992845
3.77678e-05,0.991832
3.77724e-05,0.991243
3.7777e-05,0.990996
3.77816e-05,0.991444
3.77862e-05,0.992069
3.77909e-05,0.991242
3.77955e-05,0.99063
3.78001e-05,0.991145
3.78047e-05,0.989521
3.78093e-05,0.990149
3.78139e-05,0.990145
3.78185e-05,0.991011
3.78231e-05,0.989419
3.78277e-05,0.988179
3.78324e-05,0.988098
3.7837e-05,0.989735
3.78416e-05,0.989113
3.78462e-05,0.98888
3.78508e-05,0.990835
3.78554e-05,0.99228
3.786e-05,0.991973
3.78646e-05,0.991452
3.78692e-05,0.991451
3.78739e-05,0.990794
3.78785e-05,0.990605
3.78831e-05,0.990508
3.78877e-05,0.990459
3.78923e-05,0.988947
3.78969e-05,0.989039
3.79015e-05,0.988978
3.79061e-05,0.989219
3.79107e-05,0.989278
3.79154e-05,0.989326
3.792e-05,0.986573
3.79246e-05,0.987842
3.79292e-05,0.989706
3.79338e-05,0.991278
3.79384e-05,0.990696
3.7943e-05,0.991094
3.79476e-05,0.990868
3.79522e-05,0.990483
3.79569e-05,0.991557
3.79615e-05,0.990723
3.79661e-05,0.990303
3.79707e-05,0.990574
3.79753e-05,0.989728
3.79799e-05,0.990023
3.79845e-05,0.988499
3.79891e-05,0.989099
3.79937e-05,0.989366
3.79984e-05,0.991092
3.8003e-05,0.991857
3.80076e-05,0.99189
3.80122e-05,0.990821
3.80168e-05,0.990785
3.80214e-05,0.989509
3.8026e-05,0.990526
3.80306e-05,0.991738
3.80352e-05,0.991885
3.80399e-05,0.990672
3.80445e-05,0.990451
3.80491e-05,0.990965
3.80537e-05,0.99055
3.80583e-05,0.988891
3.80629e-05,0.988545
3.80675e-05,0.98778
3.80721e-05,0.989291
3.80767e-05,0.990841
3.80814e-05,0.990588
3.8086e-05,0.989008
3.80906e-05,0.989483
3.80952e-05,0.989892
3.80998e-05,0.990757
3.81044e-05,0.99048
3.8109e-05,0.989373
3.81136e-05,0.988694
3.81183e-05,0.98942
3.81229e-05,0.990689
3.81275e-05,0.99066
3.81321e-05,0.991313
3.81367e-05,0.991018
3.81413e-05,0.991788
3.81459e-05,0.992763
3.81505e-05,0.991116
3.81551e-05,0.992421
3.81598e-05,0.991923
3.81644e-05,0.992655
3.8169e-05,0.993363
3.81736e-05,0.993625
3.81782e-05,0.993733
3.81828e-05,0.993051
3.81874e-05,0.993371
3.8192e-05,0.992245
3.81966e-05,0.992583
3.82013e-05,0.992
3.82059e-05,0.990168
3.82105e-05,0.989791
3.82151e-05,0.990913
3.82197e-05,0.991946
3.82243e-05,0.991507
3.82289e-05,0.990545
3.82335e-05,0.991065
3.82381e-05,0.991338
3.82428e-05,0.992306
3.82474e-05,0.991459
3.8252e-05,0.992248
3.82566e-05,0.991902
3.82612e-05,0.992159
3.82658e-05,0.992659
3.82704e-05,0.992693
3.8275e-05,0.992198
3.82796e-05,0.9911
3.82843e-05,0.991188
3.82889e-05,0.990429
3.82935e-05,0.990875
3.82981e-05,0.990184
3.83027e-05,0.989028
3.83073e-05,0.989559
3.83119e-05,0.99216
3.83165e-05,0.993693
3.83211e-05,0.993405
3.83258e-05,0.99389
3.83304e-05,0.994606
3.8335e-05,0.995082
3.83396e-05,0.995632
3.83442e-05,0.995589
3.83488e-05,0.996317
3.83534e-05,0.996461
3.8358e-05,0.996741
3.83626e-05,0.996489
3.83673e-05,0.995917
3.83719e-05,0.995572
3.83765e-05,0.995203
3.83811e-05,0.994769
3.83857e-05,0.993645
3.83903e-05,0.992597
3.83949e-05,0.992878
3.83995e-05,0.992655
3.84041e-05,0.993139
3.84088e-05,0.995383
3.84134e-05,0.995722
3.8418e-05,0.996986
3.84226e-05,0.997337
3.84272e-05,0.996931
3.84318e-05,0.996322
3.84364e-05,0.996145
3.8441e-05,0.995647
3.84457e-05,0.99611
3.84503e-05,0.996533
3.84549e-05,0.996786
3.84595e-05,0.996954
3.84641e-05,0.996952
3.84687e-05,0.997398
3.84733e-05,0.997279
3.84779e-05,0.997112
3.84825e-05,0.996327
3.84872e-05,0.995044
3.84918e-05,0.995277
3.84964e-05,0.995842
3.8501e-05,0.996616
3.85056e-05,0.99598
3.85102e-05,0.995782
3.85148e-05,0.995159
3.85194e-05,0.995035
3.8524e-05,0.994073
3.85287e-05,0.994657
3.85333e-05,0.993565
3.85379e-05,0.994225
3.85425e-05,0.993768
3.85471e-05,0.994015
3.85517e-05,0.994522
3.85563e-05,0.99472
3.85609e-05,0.994235
3.85655e-05,0.995149
3.85702e-05,0.99485
3.85748e-05,0.994479
3.85794e-05,0.993995
3.8584e-05,0.994411
3.85886e-05,0.99495
3.85932e-05,0.995294
3.85978e-05,0.996223
3.86024e-05,0.996659
3.8607e-05,0.996548
3.86117e-05,0.995587
3.86163e-05,0.995898
3.86209e-05,0.995045
3.86255e-05,0.994784
3.86301e-05,0.994904
3.86347e-05,0.995685
3.86393e-05,0.994926
3.86439e-05,0.996763
3.86485e-05,0.997816
3.86532e-05,0.997392
3.86578e-05,0.996557
3.86624e-05,0.997597
3.8667e-05,0.997059
3.86716e-05,0.996
3.86762e-05,0.995865
3.86808e-05,0.997348
3.86854e-05,0.997095
3.869e-05,0.997318
3.86947e-05,0.997046
3.86993e-05,0.997659
3.87039e-05,0.997856
3.87085e-05,0.997518
3.87131e-05,0.997827
3.87177e-05,0.997004
3.87223e-05,0.996585
3.87269e-05,0.996834
3.87315e-05,0.99739
3.87362e-05,0.997225
3.87408e-05,0.998022
3.87454e-05,0.997678
3.875e-05,0.996341
3.87546e-05,0.995919
3.87592e-05,0.995567
3.87638e-05,0.99481
3.87684e-05,0.992789
3.87731e-05,0.994266
3.87777e-05,0.99391
3.87823e-05,0.993739
3.87869e-05,0.995482
3.87915e-05,0.996082
3.87961e-05,0.996367
3.88007e-05,0.996266
3.88053e-05,0.995804
3.88099e-05,0.995995
3.88146e-05,0.995552
3.88192e-05,0.995799
3.88238e-05,0.996249
3.88284e-05,0.996184
3.8833e-05,0.996527
