X,Resid
         219542200,0.00396303
         219542300,-0.00603533
         219542400,-0.00603332
         219542500,-0.00603094
         219542600,-0.00602816
         219542700,0.00397503
         219542800,-0.00602137
         219542900,-0.00601733
         219543000,-0.00601284
         219543100,-0.00600789
         219543200,-0.00600247
         219543300,-0.00599655
         219543400,0.00400986
         219543500,-0.0059832
         219543600,-0.00597574
         219543700,-0.00596773
         219543800,-0.00595916
         219543900,0.00404997
         219544000,0.0040597
         219544100,0.00407002
         219544200,-0.00591904
         219544300,0.00823466
         219544400,-0.00589528
         219544500,-0.00588247
         219544600,-0.00586907
         219544700,-0.00585513
         219544800,-0.00584066
         219544900,0.0041743
         219545000,0.00418973
         219545100,-0.00579442
         219545200,0.00422184
         219545300,-0.00576153
         219545400,0.00425544
         219545500,-0.00572728
         219545600,-0.00570972
         219545700,-0.00569192
         219545800,-0.00567389
         219545900,0.00434433
         219546000,-0.00563729
         219546100,0.00438121
         219546200,-0.00560018
         219546300,0.00441849
         219546400,-0.0055628
         219546500,0.0117764
         219546600,0.00861675
         219546700,0.00449325
         219546800,0.00451181
         219546900,0.00453026
         219547000,0.00869069
         219547100,-0.00543331
         219547200,0.00458461
         219547300,-0.0053977
         219547400,-0.00538028
         219547500,-0.00536315
         219547600,-0.00534635
         219547700,0.00467009
         219547800,-0.00531385
         219547900,-0.0052982
         219548000,0.00471699
         219548100,-0.00526829
         219548200,-0.00525407
         219548300,-0.0052404
         219548400,-0.00522729
         219548500,-0.00521479
         219548600,-0.00520291
         219548700,0.00895045
         219548800,0.00896098
         219548900,-0.00517134
         219549000,0.00483772
         219549100,-0.005154
         219549200,-0.00514652
         219549300,-0.00513989
         219549400,-0.00513413
         219549500,-0.00512927
         219549600,-0.00512532
         219549700,-0.00512226
         219549800,-0.00512004
         219549900,-0.00511865
         219550000,0.00488197
         219550100,0.00488184
         219550200,-0.005119
         219550300,-0.00512052
         219550400,-0.00512269
         219550500,0.00901666
         219550600,0.00901331
         219550700,0.00486727
         219550800,-0.00513713
         219550900,0.00485798
         219551000,-0.00514734
         219551100,-0.00515308
         219551200,-0.00515918
         219551300,-0.00516563
         219551400,-0.00517238
         219551500,0.0048206
         219551600,-0.00518666
         219551700,-0.00519412
         219551800,-0.00520175
         219551900,-0.00520951
         219552000,0.00478262
         219552100,-0.00522531
         219552200,-0.00523328
         219552300,-0.00524125
         219552400,-0.00524918
         219552500,0.00474296
         219552600,-0.00526479
         219552700,0.00472758
         219552800,-0.00527987
         219552900,0.00885502
         219553000,0.00470588
         219553100,-0.00530085
         219553200,-0.00530727
         219553300,-0.00531335
         219553400,-0.00531906
         219553500,-0.00532436
         219553600,-0.00532922
         219553700,-0.00533359
         219553800,0.00466254
         219553900,-0.00534078
         219554000,-0.00534352
         219554100,-0.00534565
         219554200,0.00465287
         219554300,-0.00534793
         219554400,0.00465198
         219554500,-0.00534735
         219554600,-0.0053459
         219554700,-0.00534364
         219554800,-0.00534056
         219554900,0.00466329
         219555000,0.00880999
         219555100,-0.00532689
         219555200,-0.00532101
         219555300,-0.00531453
         219555400,-0.0053075
         219555500,0.00470003
         219555600,-0.00529197
         219555700,-0.00528356
         219555800,0.00472522
         219555900,-0.00526566
         219556000,0.00474373
         219556100,-0.00524663
         219556200,0.00476321
         219556300,0.00477319
         219556400,0.00478329
         219556500,0.012114
         219556600,-0.00519636
         219556700,-0.0051862
         219556800,0.00482389
         219556900,-0.00516613
         219557000,0.00898583
         219557100,-0.00514668
         219557200,-0.00513729
         219557300,-0.00512819
         219557400,-0.00511942
         219557500,-0.00511103
         219557600,0.00489694
         219557700,-0.00509555
         219557800,-0.00508854
         219557900,0.00906004
         219558000,-0.00507623
         219558100,-0.00507101
         219558200,-0.00506647
         219558300,0.0122578
         219558400,-0.00505962
         219558500,-0.0050574
         219558600,-0.00505603
         219558700,-0.00505557
         219558800,0.00494395
         219558900,0.00494248
         219559000,0.0090821
         219559100,0.00493638
         219559200,0.00493167
         219559300,0.0049258
         219559400,-0.00508129
         219559500,0.00491037
         219559600,-0.00509926
         219559700,-0.00511025
         219559800,-0.00512261
         219559900,-0.0051364
         219560000,0.00899054
         219560100,0.00483186
         219560200,-0.00518598
         219560300,0.00479491
         219560400,0.0047746
         219560500,0.0120736
         219560600,0.00473057
         219560700,0.00470693
         219560800,0.00468229
         219560900,0.00465669
         219561000,0.00463017
         219561100,0.00460279
         219561200,0.0118951
         219561300,0.00454564
         219561400,-0.00548404
         219561500,-0.00551439
         219561600,-0.00554535
         219561700,0.00442311
         219561800,-0.00560894
         219561900,-0.00564147
         219562000,0.00432558
         219562100,0.00429225
         219562200,0.0042586
         219562300,-0.00577533
         219562400,0.00419051
         219562500,0.00829831
         219562600,-0.00587829
         219562700,0.0082293
         219562800,0.00819472
         219562900,-0.00598198
         219563000,0.00398352
         219563100,-0.00605086
         219563200,-0.00608508
         219563300,0.0112014
         219563400,-0.00615284
         219563500,0.0138137
         219563600,0.0137806
         219563700,-0.00625202
         219563800,0.00371577
         219563900,0.00368406
         219564000,0.0136529
         219564100,-0.00637765
         219564200,0.00773459
         219564300,0.00356326
         219564400,0.00353481
         219564500,-0.00649284
         219564600,0.0076225
         219564700,-0.00654554
         219564800,-0.0065705
         219564900,0.00340554
         219565000,-0.00661738
         219565100,-0.00663923
         219565200,0.00334
         219565300,-0.00667974
         219565400,0.00330155
         219565500,0.00328384
         219565600,-0.0067329
         219565700,0.00739346
         219565800,0.00323648
         219565900,0.00736468
         219566000,0.00320951
         219566100,0.00733947
         219566200,-0.00681399
         219566300,0.0031755
         219566400,-0.0068342
         219566500,-0.00684312
         219566600,0.00729086
         219566700,0.0031413
         219566800,0.00313459
         219566900,-0.00687143
         219567000,-0.00687678
         219567100,0.00726066
         219567200,0.00311446
         219567300,0.003111
         219567400,-0.00689189
         219567500,0.0031058
         219567600,0.00724615
         219567700,0.00310275
         219567800,0.00310199
         219567900,0.0031017
         219568000,0.00310186
         219568100,0.00724458
         219568200,-0.00689656
         219568300,0.00310483
         219568400,0.00310657
         219568500,0.00310867
         219568600,0.00311108
         219568700,-0.00688621
         219568800,-0.00688323
         219568900,0.00312001
         219569000,0.00726562
         219569100,0.00726931
         219569200,0.00313104
         219569300,0.00727722
         219569400,0.0072814
         219569500,0.00314358
         219569600,0.0104685
         219569700,0.00315248
         219569800,-0.00684297
         219569900,-0.00683839
         219570000,-0.0068338
         219570100,-0.00682921
         219570200,-0.00682465
         219570300,-0.00682013
         219570400,0.0105049
         219570500,-0.00681116
         219570600,-0.00680668
         219570700,0.00733994
         219570800,0.00320232
         219570900,0.00734901
         219571000,-0.00678852
         219571100,0.0105367
         219571200,-0.00677911
         219571300,-0.00677428
         219571400,-0.00676935
         219571500,0.0032357
         219571600,-0.00675912
         219571700,-0.00675381
         219571800,0.0073938
         219571900,-0.0067427
         219572000,0.00326312
         219572100,0.00741126
         219572200,0.00741748
         219572300,0.0106023
         219572400,0.00328844
         219572500,0.00329535
         219572600,0.00744465
         219572700,-0.00669005
         219572800,0.00331766
         219572900,0.00332568
         219573000,0.00747613
         219573100,-0.00665736
         219573200,-0.00664838
         219573300,0.00336094
         219573400,0.00751276
         219573500,0.00338068
         219573600,-0.00660888
         219573700,0.00340197
         219573800,0.00341322
         219573900,0.00756703
         219574000,0.013437
         219574100,0.00759171
         219574200,0.0107831
         219574300,0.00347611
         219574400,-0.0065099
         219574500,0.0108251
         219574600,0.0108401
         219574700,0.00353515
         219574800,0.00355122
         219574900,-0.00643214
         219575000,-0.00641495
         219575100,-0.00639717
         219575200,-0.0063788
         219575300,0.00364018
         219575400,0.00365977
         219575500,-0.00632004
         219575600,0.00370072
         219575700,0.00786415
         219575800,-0.00625619
         219575900,0.0137661
         219576000,0.00378877
         219576100,0.0138119
         219576200,0.00383534
         219576300,-0.00614086
         219576400,0.00388324
         219576500,0.00390761
         219576600,-0.00606779
         219576700,0.00809915
         219576800,-0.00601801
         219576900,0.0113276
         219577000,0.00403231
         219577100,0.00405758
         219577200,0.00408289
         219577300,-0.0058918
         219577400,-0.00586652
         219577500,-0.00584131
         219577600,-0.0058162
         219577700,-0.00579122
         219577800,0.00837573
         219577900,-0.00574179
         219578000,0.00842473
         219578100,-0.00569329
         219578200,0.00847266
         219578300,-0.005646
         219578400,0.00437712
         219578500,-0.00560016
         219578600,-0.00557788
         219578700,-0.00555606
         219578800,0.00860739
         219578900,0.00448604
         219579000,0.00450626
         219579100,-0.00547413
         219579200,0.00454486
         219579300,0.0118837
         219579400,0.00458079
         219579500,-0.00540232
         219579600,-0.0053862
         219579700,-0.00537089
         219579800,0.00878573
         219579900,-0.00534279
         219580000,0.00466993
         219580100,0.00882385
         219580200,-0.00530747
         219580300,0.00470235
         219580400,-0.00528887
         219580500,-0.00528115
         219580600,-0.00527453
         219580700,-0.00526898
         219580800,0.012056
         219580900,-0.005261
         219581000,-0.00525851
         219581100,-0.00525698
         219581200,0.00888576
         219581300,0.00888545
         219581400,-0.00525786
         219581500,-0.00525988
         219581600,-0.00526271
         219581700,-0.00526634
         219581800,0.00472928
         219581900,0.00886631
         219582000,-0.00528164
         219582100,-0.00528812
         219582200,-0.00529524
         219582300,-0.00530297
         219582400,0.00468871
         219582500,0.00467983
         219582600,0.00467043
         219582700,-0.00533947
         219582800,0.0087923
         219582900,-0.00536064
         219583000,0.00462814
         219583100,-0.00538345
         219583200,0.0119251
         219583300,-0.00540768
         219583400,-0.00542025
         219583500,-0.00543308
         219583600,-0.00544615
         219583700,-0.00545943
         219583800,0.00452711
         219583900,0.00451351
         219584000,-0.00550022
         219584100,-0.00551404
         219584200,0.00447208
         219584300,0.00445816
         219584400,0.00444424
         219584500,0.00443034
         219584600,-0.0055835
         219584700,-0.00559726
         219584800,-0.00561092
         219584900,-0.00562443
         219585000,0.00850436
         219585100,-0.00565092
         219585200,-0.00566384
         219585300,-0.0056765
         219585400,-0.00568888
         219585500,0.00844119
         219585600,-0.00571267
         219585700,-0.00572402
         219585800,-0.00573499
         219585900,0.00425443
         219586000,0.00424423
         219586100,0.00423439
         219586200,0.00422491
         219586300,0.0083579
         219586400,-0.00579303
         219586500,0.00834064
         219586600,-0.00580964
         219586700,0.00418252
         219586800,0.00417499
         219586900,0.00416775
         219587000,0.0041608
         219587100,-0.00584588
         219587200,0.00414771
         219587300,0.00414155
         219587400,0.00827778
         219587500,0.00412998
         219587600,-0.00587545
         219587700,0.00826147
         219587800,0.00825647
         219587900,0.00410954
         219588000,-0.00589506
         219588100,-0.00589948
         219588200,0.00409629
         219588300,0.00409222
         219588400,-0.0059117
         219588500,-0.00591546
         219588600,-0.00591908
         219588700,0.00407744
         219588800,-0.00592593
         219588900,0.00821295
         219589000,-0.00593233
         219589100,0.00406462
         219589200,0.00406166
         219589300,-0.00594122
         219589400,0.0081981
         219589500,0.00405321
         219589600,0.00405051
         219589700,-0.00595215
         219589800,-0.00595478
         219589900,-0.00595739
         219590000,0.00404003
         219590100,-0.00596255
         219590200,-0.00596514
         219590300,-0.00596773
         219590400,-0.00597035
         219590500,-0.005973
         219590600,0.00402432
         219590700,0.00402159
         219590800,-0.0059812
         219590900,-0.00598405
         219591000,-0.00598697
         219591100,-0.00598994
         219591200,0.0081492
         219591300,-0.00599596
         219591400,0.00400101
         219591500,-0.00600202
         219591600,0.00399498
         219591700,-0.006008
         219591800,-0.00601092
         219591900,-0.00601379
         219592000,0.00398342
         219592100,0.00398072
         219592200,-0.00602188
         219592300,0.0112961
         219592400,0.00397327
         219592500,-0.00602894
         219592600,0.00811114
         219592700,-0.00603288
         219592800,0.00396542
         219592900,0.00396391
         219593000,-0.00603738
         219593100,-0.00603844
         219593200,-0.00603927
         219593300,-0.00603984
         219593400,0.00810199
         219593500,0.00810196
         219593600,-0.0060399
         219593700,-0.00603933
         219593800,0.00396157
         219593900,-0.00603719
         219594000,-0.00603561
         219594100,0.00396634
         219594200,-0.00603133
         219594300,0.00811352
         219594400,-0.0060255
         219594500,0.00397804
         219594600,-0.00601799
         219594700,-0.00601357
         219594800,-0.00600869
         219594900,0.00813879
         219595000,-0.00599751
         219595100,-0.00599117
         219595200,0.00401568
         219595300,-0.00597693
         219595400,0.00403099
         219595500,0.00403947
         219595600,0.00404852
         219595700,0.0113787
         219595800,-0.00593162
         219595900,-0.00592078
         219596000,-0.00590932
         219596100,-0.00589722
         219596200,-0.0058845
         219596300,0.00827094
         219596400,-0.00585733
         219596500,-0.00584294
         219596600,0.00831408
         219596700,-0.0058127
         219596800,0.00834523
         219596900,0.00421929
         219597000,0.0115564
         219597100,-0.00574722
         219597200,-0.00572999
         219597300,0.00428753
         219597400,0.00844744
         219597500,0.00846543
         219597600,0.00434149
         219597700,0.00435984
         219597800,-0.00562167
         219597900,0.00439692
         219598000,-0.00558441
         219598100,-0.00556571
         219598200,0.00859514
         219598300,0.00861385
         219598400,-0.00550964
         219598500,0.00865107
         219598600,0.0045274
         219598700,-0.00545427
         219598800,0.00456388
         219598900,0.00458184
         219599000,0.00459957
         219599100,-0.00538297
         219599200,0.00463421
         219599300,0.00465106
         219599400,-0.00533244
         219599500,0.00468369
         219599600,-0.0053006
         219599700,-0.00528534
         219599800,-0.00527054
         219599900,0.00474375
         219600000,0.00475751
         219600100,-0.00522929
         219600200,0.00478331
         219600300,-0.00520471
         219600400,-0.00519338
         219600500,-0.00518274
         219600600,0.0121477
         219600700,0.00483636
         219600800,0.0121653
         219600900,-0.00514763
         219601000,-0.00514087
         219601100,0.00486503
         219601200,0.00487003
         219601300,0.00487412
         219601400,-0.00512268
         219601500,0.00487967
         219601600,-0.00511881
         219601700,-0.00511807
         219601800,0.00488191
         219601900,-0.00511882
         219602000,-0.00512024
         219602100,0.00487769
         219602200,-0.005125
         219602300,0.00487173
         219602400,-0.00513209
         219602500,0.00486358
         219602600,-0.00514123
         219602700,-0.00514649
         219602800,-0.00515216
         219602900,-0.00515821
         219603000,-0.00516461
         219603100,-0.00517131
         219603200,0.00896384
         219603300,0.012135
         219603400,0.00894919
         219603500,-0.00520055
         219603600,-0.0052083
         219603700,-0.00521615
         219603800,-0.00522408
         219603900,0.00891009
         219604000,-0.00524001
         219604100,-0.00524795
         219604200,0.00888631
         219604300,-0.0052636
         219604400,0.00887089
         219604500,-0.00527872
         219604600,-0.005286
         219604700,0.00884909
         219604800,-0.00529982
         219604900,0.00883584
         219605000,-0.00531243
         219605100,-0.0053182
         219605200,-0.00532357
         219605300,-0.00532849
         219605400,-0.00533295
         219605500,-0.0053369
         219605600,-0.0053403
         219605700,0.008799
         219605800,0.00465464
         219605900,-0.00534695
         219606000,-0.00534785
         219606100,0.00465195
         219606200,-0.0053475
         219606300,-0.00534618
         219606400,-0.00534404
         219606500,0.00880105
         219606600,-0.00533736
         219606700,-0.0053329
         219606800,0.0119928
         219606900,-0.00532196
         219607000,-0.00531557
         219607100,-0.00530863
         219607200,0.0146988
         219607300,0.00884889
         219607400,0.00471511
         219607500,0.00886597
         219607600,0.0047329
         219607700,0.00474226
         219607800,0.00475186
         219607900,-0.00523833
         219608000,-0.00522837
         219608100,0.00478172
         219608200,-0.00520813
         219608300,0.00480205
         219608400,-0.00518778
         219608500,-0.00517767
         219608600,0.00483233
         219608700,-0.00515782
         219608800,0.00899398
         219608900,0.0090034
         219609000,-0.00512958
         219609100,0.00487924
         219609200,0.00902982
         219609300,-0.00510427
         219609400,-0.00509668
         219609500,-0.0050896
         219609600,0.0122375
         219609700,0.0049229
         219609800,-0.00507178
         219609900,0.009075
         219610000,0.00493679
         219610100,-0.00506004
         219610200,-0.00505769
         219610300,0.00494381
         219610400,0.00908656
         219610500,0.00494409
         219610600,-0.00505723
         219610700,0.00494043
         219610800,-0.00506299
         219610900,0.00907462
         219611000,-0.00507321
         219611100,0.0049199
         219611200,0.00905389
         219611300,0.00490232
         219611400,-0.00510845
         219611500,0.00902154
         219611600,-0.00513417
         219611700,0.00485086
         219611800,-0.00516548
         219611900,0.00481687
         219612000,0.0121185
         219612100,0.00477784
         219612200,-0.00524345
         219612300,-0.00526586
         219612400,-0.00528933
         219612500,-0.00531381
         219612600,0.00466073
         219612700,-0.00536565
         219612800,0.0046071
         219612900,-0.00542097
         219613000,0.00869232
         219613100,0.00452062
         219613200,0.00449037
         219613300,-0.0055405
         219613400,0.00442805
         219613500,0.00439607
         219613600,0.00436361
         219613700,-0.00566928
         219613800,-0.00570255
         219613900,0.00426385
         219614000,-0.00577004
         219614100,-0.00580417
         219614200,0.00830366
         219614300,-0.00587293
         219614400,0.00823467
         219614500,0.00820009
         219614600,0.00402339
         219614700,0.0113094
         219614800,0.00395447
         219614900,-0.00607978
         219615000,-0.00611382
         219615100,-0.00614761
         219615200,0.0038189
         219615300,-0.00621424
         219615400,0.0110735
         219615500,-0.00627926
         219615600,0.00368895
         219615700,-0.00634229
         219615800,0.00362706
         219615900,-0.00640294
         219616000,0.00770988
         219616100,-0.00646082
         219616200,0.0035114
         219616300,0.00348447
         219616400,0.00345842
         219616500,-0.00656669
         219616600,0.00755133
         219616700,0.0107066
         219616800,-0.0066359
         219616900,-0.00665684
         219617000,-0.00667674
         219617100,-0.00669561
         219617200,-0.00671347
         219617300,0.00741178
         219617400,0.0105742
         219617500,-0.00676127
         219617600,0.00322465
         219617700,0.00321148
         219617800,-0.00680083
         219617900,-0.00681229
         219618000,0.0131771
         219618100,0.00730939
         219618200,0.00315822
         219618300,0.00729207
         219618400,0.0031424
         219618500,0.00727772
         219618600,-0.00687054
         219618700,0.00312401
         219618800,-0.00688078
         219618900,0.00725719
         219619000,-0.00688851
         219619100,-0.00689147
         219619200,-0.00689388
         219619300,0.00310426
         219619400,0.00310292
         219619500,-0.00689792
         219619600,-0.00689829
         219619700,0.00724394
         219619800,-0.00689767
         219619900,0.00310326
         219620000,-0.00689541
         219620100,0.00310628
         219620200,-0.00689168
         219620300,-0.00688932
         219620400,-0.00688665
         219620500,0.00311629
         219620600,0.00726163
         219620700,-0.00687707
         219620800,-0.00687341
         219620900,-0.00686957
         219621000,0.0154951
         219621100,0.00313861
         219621200,0.0031429
         219621300,-0.0068527
         219621400,0.00315178
         219621500,0.00315632
         219621600,-0.00683911
         219621700,0.010486
         219621800,0.00317008
         219621900,0.00317464
         219622000,-0.00682083
         219622100,0.0105042
         219622200,0.00318815
         219622300,-0.00680738
         219622400,0.00319711
         219622500,0.00320162
         219622600,0.00320617
         219622700,-0.00678924
         219622800,0.00321542
         219622900,0.0132201
         219623000,-0.00677504
         219623100,0.0105504
         219623200,-0.00676509
         219623300,0.0105606
         219623400,0.00324536
         219623500,0.00739294
         219623600,0.00739855
         219623700,-0.0067378
         219623800,0.00326818
         219623900,-0.00672564
         219624000,0.0074229
         219624100,0.00742952
         219624200,-0.00670574
         219624300,0.00744352
         219624400,-0.00669123
         219624500,0.00331645
         219624600,0.00332441
         219624700,-0.00666732
         219624800,0.00334128
         219624900,0.00749233
         219625000,0.0075016
         219625100,-0.0066309
         219625200,0.00337909
         219625300,0.00338948
         219625400,0.00340025
         219625500,0.00341144
         219625600,0.00756519
         219625700,-0.0065649
         219625800,0.00344759
         219625900,0.00760268
         219626000,-0.00652602
         219626100,-0.0065121
         219626200,-0.00649769
         219626300,0.00765938
         219626400,0.00767483
         219626500,-0.00645131
         219626600,-0.00643477
         219626700,0.00358234
         219626800,-0.00639997
         219626900,-0.00638169
         219627000,-0.00636281
         219627100,-0.00634332
         219627200,-0.00632322
         219627300,-0.00630254
         219627400,-0.00628133
         219627500,0.0110609
         219627600,-0.00623742
         219627700,0.00378522
         219627800,0.00795039
         219627900,0.00383167
         219628000,-0.00614458
         219628100,-0.00612052
         219628200,-0.00609619
         219628300,-0.00607162
         219628400,-0.00604685
         219628500,0.0139781
         219628600,0.00400319
         219628700,0.00817052
         219628800,-0.00594635
         219628900,0.00822109
         219629000,-0.00589573
         219629100,0.00412956
         219629200,-0.00584522
         219629300,0.00832204
         219629400,-0.00579509
         219629500,0.00837189
         219629600,0.00839654
         219629700,-0.00572118
         219629800,-0.00569702
         219629900,0.00432684
         219630000,0.00849251
         219630100,0.00437355
         219630200,0.00439633
         219630300,0.0117392
         219630400,0.00444058
         219630500,-0.00553802
         219630600,0.00862498
         219630700,0.00864529
         219630800,-0.00547713
         219630900,-0.00545805
         219631000,-0.00543963
         219631100,-0.0054219
         219631200,-0.0054049
         219631300,0.00875348
         219631400,-0.00537321
         219631500,-0.0053586
         219631600,-0.00534484
         219631700,-0.00533198
         219631800,0.00467995
         219631900,0.00469092
         219632000,0.00470089
         219632100,0.00470984
         219632200,-0.00528228
         219632300,-0.00527549
         219632400,0.00473022
         219632500,0.00473489
         219632600,-0.00526148
         219632700,-0.00525883
         219632800,-0.00525715
         219632900,0.00888572
         219633000,0.00474343
         219633100,-0.00525762
         219633200,-0.00525951
         219633300,0.00473778
         219633400,-0.00526572
         219633500,-0.00526999
         219633600,0.00886715
         219633700,-0.00528069
         219633800,0.00471293
         219633900,0.00470591
         219634000,0.00469827
         219634100,0.00469004
         219634200,0.00468124
         219634300,-0.00532808
         219634400,-0.0053379
         219634500,0.00465181
         219634600,0.00464107
         219634700,0.00462991
         219634800,0.00876051
         219634900,-0.00539353
         219635000,-0.00540575
         219635100,-0.00541828
         219635200,0.00456893
         219635300,-0.00544411
         219635400,0.00454265
         219635500,-0.00547078
         219635600,0.00865776
         219635700,0.0145019
         219635800,-0.00551189
         219635900,-0.00552576
         219636000,-0.00553967
         219636100,0.0117669
         219636200,0.0044325
         219636300,0.00441864
         219636400,-0.00559513
         219636500,0.0043912
         219636600,0.00437766
         219636700,0.00436429
         219636800,0.00435111
         219636900,0.00848029
         219637000,0.00432545
         219637100,-0.00568698
         219637200,-0.00569909
         219637300,-0.00571087
         219637400,0.0115982
         219637500,0.00426669
         219637600,0.00839819
         219637700,-0.00575421
         219637800,0.00423589
         219637900,-0.00577364
         219638000,0.00421717
         219638100,-0.00579168
         219638200,0.0041998
         219638300,-0.0058084
         219638400,-0.00581628
         219638500,0.00417614
         219638600,-0.00583114
         219638700,-0.00583814
         219638800,-0.00584486
         219638900,0.00414869
         219639000,0.00414249
         219639100,0.00413655
         219639200,0.00413085
         219639300,-0.00587462
         219639400,-0.00587987
         219639500,0.0041151
         219639600,-0.00588973
         219639700,0.00410564
         219639800,0.0041012
         219639900,0.00409693
         219640000,0.00409284
         219640100,0.0040889
         219640200,0.00408512
         219640300,-0.00591852
         219640400,0.0082201
         219640500,0.0113951
         219640600,-0.00592868
         219640700,0.00406816
         219640800,0.00406509
         219640900,0.00406212
         219641000,0.00820136
         219641100,0.0040564
         219641200,-0.00594637
         219641300,-0.00594908
         219641400,0.00819039
         219641500,0.0113661
         219641600,0.00404302
         219641700,0.00404043
         219641800,-0.00596215
         219641900,-0.00596474
         219642000,0.0113532
         219642100,0.00817219
         219642200,-0.00597258
         219642300,0.00402474
         219642400,-0.00597798
         219642500,0.00401924
         219642600,0.00401639
         219642700,0.011334
         219642800,-0.00598947
         219642900,0.00400753
         219643000,-0.00599549
         219643100,0.00400148
         219643200,0.00399845
         219643300,0.00399544
         219643400,-0.00600754
         219643500,0.00398953
         219643600,0.0113072
         219643700,-0.00601615
         219643800,-0.00601887
         219643900,0.00812065
         219644000,0.00397601
         219644100,0.00397363
         219644200,0.00397139
         219644300,-0.00603069
         219644400,0.00810953
         219644500,-0.00603433
         219644600,0.00396413
         219644700,-0.00603719
         219644800,-0.00603829
         219644900,0.00396084
         219645000,-0.00603977
         219645100,-0.00604012
         219645200,-0.00604019
         219645300,0.00810217
         219645400,0.0081027
         219645500,0.00396141
         219645600,-0.00603741
         219645700,0.00396412
         219645800,0.00396601
         219645900,0.00396828
         219646000,0.00397093
         219646100,-0.00602601
         219646200,-0.00602254
         219646300,-0.00601863
         219646400,0.00398571
         219646500,0.00813265
         219646600,0.00813793
         219646700,-0.00599845
         219646800,-0.00599219
         219646900,0.00815672
         219647000,0.00402188
         219647100,-0.00597028
         219647200,0.00403811
         219647300,0.00404707
         219647400,0.00405661
         219647500,0.00820888
         219647600,-0.00592251
         219647700,-0.00591114
         219647800,0.00410086
         219647900,0.00411349
         219648000,-0.0058733
         219648100,-0.00585952
         219648200,0.0114753
         219648300,-0.0058304
         219648400,0.0115054
         219648500,-0.00579939
         219648600,0.00421675
         219648700,0.0083754
         219648800,0.00425013
         219648900,-0.00573268
         219649000,0.00428479
         219649100,0.00430253
         219649200,0.00432049
         219649300,0.0116592
         219649400,0.00435698
         219649500,0.00851759
         219649600,-0.00560597
         219649700,-0.00558732
         219649800,0.00857352
         219649900,-0.0055499
         219650000,-0.00553119
         219650100,-0.00551253
         219650200,-0.00549394
         219650300,0.00452454
         219650400,-0.00545711
         219650500,0.00456107
         219650600,0.0087212
         219650700,0.00459683
         219650800,-0.00538566
         219650900,0.00463156
         219651000,0.0087906
         219651100,-0.00533498
         219651200,0.0120017
         219651300,0.00469698
         219651400,0.00471232
         219651500,-0.00527281
         219651600,-0.00525844
         219651700,0.00475541
         219651800,0.0047687
         219651900,0.00478139
         219652000,0.00479347
         219652100,0.00894703
         219652200,-0.00518435
         219652300,0.00482569
         219652400,-0.00516501
         219652500,-0.00515649
         219652600,-0.00514876
         219652700,-0.00514186
         219652800,0.00486417
         219652900,0.00901145
         219653000,0.00487355
         219653100,0.00487688
         219653200,-0.00512064
         219653300,0.00488101
         219653400,0.009024
         219653500,-0.00511804
         219653600,-0.00511866
         219653700,-0.00511998
         219653800,-0.00512195
         219653900,0.00487546
         219654000,-0.00512772
         219654100,-0.00513146
         219654200,0.00486429
         219654300,0.00485955
         219654400,0.00485436
         219654500,-0.00515125
         219654600,0.00898489
         219654700,-0.00516359
         219654800,0.00482975
         219654900,-0.00517719
         219655000,0.0121361
         219655100,0.00480822
         219655200,0.00894277
         219655300,0.00893505
         219655400,0.00892721
         219655500,0.00477716
         219655600,0.00891133
         219655700,-0.00523877
         219655800,-0.00524672
         219655900,-0.0052546
         219656000,0.0047376
         219656100,-0.00527006
         219656200,-0.00527757
         219656300,0.0147151
         219656400,0.00885017
         219656500,0.00884335
         219656600,0.00469469
         219656700,0.012009
         219656800,0.00468267
         219656900,-0.00532276
         219657000,-0.00532776
         219657100,-0.00533229
         219657200,-0.00533632
         219657300,-0.00533981
         219657400,0.0087994
         219657500,0.00879708
         219657600,0.00879539
         219657700,-0.00534776
         219657800,-0.00534807
         219657900,-0.00534764
         219658000,0.00465356
         219658100,-0.00534443
         219658200,0.00880053
         219658300,-0.00533799
         219658400,-0.00533364
         219658500,0.0046714
         219658600,-0.0053229
         219658700,0.0046834
         219658800,-0.00530974
         219658900,0.00469764
         219659000,-0.0052945
         219659100,-0.00528622
         219659200,0.00472246
         219659300,0.00473147
         219659400,0.00888292
         219659500,-0.00524965
         219659600,-0.00523987
         219659700,-0.00522992
         219659800,0.00478014
