X,Resid
         219521500,-0.00664696
         219521600,0.00336242
         219521700,0.00337216
         219521800,0.00338228
         219521900,-0.00660722
         219522000,0.00340369
         219522100,-0.006585
         219522200,-0.00657325
         219522300,0.00343893
         219522400,0.00345157
         219522500,-0.00653533
         219522600,-0.00652175
         219522700,0.00349232
         219522800,-0.0064931
         219522900,0.00352199
         219523000,0.00353761
         219523100,-0.00644623
         219523200,-0.00642951
         219523300,-0.00641222
         219523400,-0.00639435
         219523500,-0.00637589
         219523600,-0.00635682
         219523700,-0.00633713
         219523800,0.00368315
         219523900,-0.00629601
         219524000,0.00372537
         219524100,-0.00625276
         219524200,-0.00623043
         219524300,-0.00620767
         219524400,0.0161762
         219524500,0.00383901
         219524600,0.00386286
         219524700,0.00388701
         219524800,-0.00608858
         219524900,0.00393606
         219525000,-0.00603911
         219525100,0.00812802
         219525200,0.00401101
         219525300,0.00817837
         219525400,0.00820365
         219525500,0.00408683
         219525600,0.00411213
         219525700,-0.0058626
         219525800,0.0041626
         219525900,0.00418769
         219526000,-0.00578735
         219526100,-0.00576256
         219526200,-0.00573798
         219526300,-0.00571364
         219526400,0.00431043
         219526500,-0.00566581
         219526600,-0.00564238
         219526700,-0.00561932
         219526800,-0.00559667
         219526900,0.011746
         219527000,-0.00555272
         219527100,-0.00553148
         219527200,0.00863135
         219527300,-0.00549066
         219527400,-0.00547113
         219527500,0.00454775
         219527600,0.00456596
         219527700,-0.00541653
         219527800,-0.00539977
         219527900,0.00461623
         219528000,0.00463142
         219528100,-0.00535423
         219528200,-0.00534075
         219528300,-0.00532818
         219528400,0.00468346
         219528500,-0.00530588
         219528600,0.0120243
         219528700,-0.0052876
         219528800,0.00471995
         219528900,-0.0052736
         219529000,0.00473178
         219529100,-0.00526388
         219529200,0.00473945
         219529300,-0.00525821
         219529400,0.00474318
         219529500,0.00474363
         219529600,-0.00525681
         219529700,0.00474188
         219529800,0.00473974
         219529900,-0.00526322
         219530000,-0.00526697
         219530100,-0.00527146
         219530200,-0.00527668
         219530300,0.00885953
         219530400,0.00471082
         219530500,-0.0052964
         219530600,-0.00530423
         219530700,-0.00531264
         219530800,0.0046784
         219530900,0.0119894
         219531000,-0.00534105
         219531100,-0.00535149
         219531200,-0.00536236
         219531300,0.00462636
         219531400,-0.00538529
         219531500,-0.00539729
         219531600,0.00459039
         219531700,-0.00542222
         219531800,0.0045649
         219531900,0.0045518
         219532000,0.00453849
         219532100,-0.00547499
         219532200,-0.00548862
         219532300,0.00449764
         219532400,0.00448381
         219532500,0.00446992
         219532600,0.00859813
         219532700,-0.00555792
         219532800,-0.00557181
         219532900,0.0117349
         219533000,0.0117211
         219533100,0.00438697
         219533200,-0.00562651
         219533300,0.00436017
         219533400,-0.00565294
         219533500,0.00433418
         219533600,-0.00567844
         219533700,-0.00569078
         219533800,0.00429721
         219533900,0.00428554
         219534000,-0.00572575
         219534100,0.00840548
         219534200,-0.00574718
         219534300,-0.00575732
         219534400,-0.00576711
         219534500,-0.00577654
         219534600,-0.00578562
         219534700,-0.00579436
         219534800,-0.00580278
         219534900,0.00418912
         219535000,0.00418133
         219535100,-0.00582615
         219535200,-0.00583335
         219535300,0.00415974
         219535400,-0.00584689
         219535500,0.0114672
         219535600,-0.00585938
         219535700,0.0114553
         219535800,-0.00587088
         219535900,-0.00587628
         219536000,0.00411854
         219536100,0.00411358
         219536200,0.00825095
         219536300,-0.00589576
         219536400,0.00409985
         219536500,-0.00590436
         219536600,-0.0059084
         219536700,-0.00591229
         219536800,-0.00591603
         219536900,0.00408037
         219537000,-0.0059231
         219537100,0.00407356
         219537200,-0.00592968
         219537300,0.00820933
         219537400,0.00406416
         219537500,-0.00593879
         219537600,-0.00594166
         219537700,-0.00594447
         219537800,-0.00594721
         219537900,0.00819222
         219538000,0.00404743
         219538100,0.00818695
         219538200,0.00818435
         219538300,0.00403963
         219538400,0.00817918
         219538500,0.00817659
         219538600,-0.00596814
         219538700,-0.00597076
         219538800,-0.00597341
         219538900,-0.0059761
         219539000,-0.00597884
         219539100,0.00401836
         219539200,-0.0059845
         219539300,-0.00598743
         219539400,-0.0059904
         219539500,-0.0059934
         219539600,0.00400357
         219539700,-0.00599946
         219539800,0.00399751
         219539900,0.00399451
         219540000,-0.00600845
         219540100,-0.00601137
         219540200,-0.00601423
         219540300,-0.00601701
         219540400,-0.00601969
         219540500,0.00397772
         219540600,0.00811739
         219540700,0.00397292
         219540800,0.00397073
         219540900,-0.0060313
         219541000,0.00810897
         219541100,0.00396517
         219541200,0.0039637
         219541300,0.00810457
         219541400,-0.00603859
         219541500,-0.00603938
         219541600,-0.00603991
         219541700,-0.00604017
         219541800,-0.00604015
         219541900,-0.00603984
         219542000,0.00396079
         219542100,0.00396174
